order_id,product_id,quantity,unit_price
O707868,P5097,2,711.56
O707869,P5052,2,114.11
O707869,P5093,1,239.01
O707869,P5090,2,678.24
O707869,P5005,1,66.42
O707870,P5103,1,302.72
O707870,P5030,4,276.81
O707870,P5069,1,819.66
O707870,P5131,4,771.74
O707870,P5051,3,50.9
O707871,P5097,1,781.5
O707871,P5069,2,851.82
O707871,P5125,3,350.83
O707871,P5052,3,127.57
O707871,P5030,1,283.21
O707872,P5069,2,587.53
O707872,P5103,4,205.7
O707872,P5090,1,465.41
O707872,P5071,1,614.12
O707873,P5069,3,672.47
O707873,P5111,3,455.24
O707874,P5036,7,80.24
O707874,P5024,3,195.66
O707875,P5103,1,249.83
O707875,P5123,2,99.84
O707875,P5069,1,665.12
O707875,P5135,2,954.37
O707875,P5118,2,109.62
O707875,P5044,3,33.62
O707875,P5093,3,188.83
O707876,P5016,1,146.43
O707876,P5014,2,143.31
O707876,P5119,3,358.8
O707876,P5069,2,891.7
O707877,P5021,2,23.66
O707877,P5045,4,127.56
O707878,P5045,2,129.48
O707878,P5069,3,541.41
O707878,P5100,2,369.13
O707879,P5123,4,135.49
O707879,P5069,3,898.79
O707879,P5030,1,308.89
O707880,P5090,2,719.35
O707880,P5042,3,218.48
O707880,P5064,4,181.48
O707880,P5069,2,882.02
O707880,P5119,1,331.49
O707880,P5062,2,353.63
O707880,P5135,2,1233.61
O707880,P5052,1,126.64
O707881,P5069,2,829.09
O707881,P5103,3,301.77
O707882,P5034,4,39.57
O707882,P5030,2,292.3
O707882,P5069,2,884.41
O707883,P5103,4,338.88
O707883,P5045,4,209.15
O707883,P5125,2,372.95
O707884,P5069,3,777.13
O707884,P5062,4,309.96
O707884,P5125,2,312.02
O707884,P5044,2,39.81
O707884,P5022,3,29.56
O707884,P5038,1,204.37
O707885,P5097,2,635.5
O707885,P5090,1,560.3
O707885,P5030,3,224.37
O707885,P5069,1,655.85
O707885,P5052,2,94.49
O707885,P5131,4,623.25
O707886,P5103,2,297.44
O707886,P5069,4,788.66
O707886,P5005,1,68.14
O707886,P5091,2,635.12
O707887,P5069,1,882.26
O707887,P5103,5,331.09
O707887,P5081,2,426.63
O707887,P5051,2,57.79
O707887,P5030,3,295.88
O707887,P5127,1,222.23
O707887,P5072,4,901.55
O707887,P5094,2,83.5
O707888,P5069,3,0
O707888,P5072,3,767.35
O707888,P5052,1,112.74
O707888,P5103,5,281.88
O707889,P5120,5,436.22
O707890,P5125,1,292.02
O707890,P5069,5,731.15
O707890,P5051,2,45.21
O707890,P5030,2,243.56
O707891,P5103,2,283.69
O707891,P5135,2,1070.58
O707891,P5013,3,53.62
O707891,P5031,1,139.34
O707891,P5081,4,366.47
O707892,P5074,4,696.96
O707892,P5127,4,165.19
O707893,P5080,1,1023.76
O707893,P5103,2,258.65
O707893,P5093,3,202.97
O707893,P5030,1,234.22
O707893,P5088,2,153.94
O707893,P5125,2,279.36
O707894,P5064,2,198.24
O707894,P5081,3,441.05
O707894,P5127,2,238.7
O707894,P5105,5,675.29
O707895,P5065,3,1408.32
O707895,P5015,1,233.06
O707895,P5038,4,270.24
O707895,P5091,1,824.48
O707896,P5030,3,303.8
O707896,P5026,2,29.4
O707896,P5069,3,906.01
O707897,P5115,1,425.36
O707897,P5069,2,779.65
O707897,P5013,2,56.43
O707897,P5046,2,265.13
O707897,P5135,1,1146.64
O707897,P5111,2,560.58
O707897,P5051,2,50.3
O707898,P5069,4,1036.17
O707898,P5113,2,469.98
O707898,P5103,3,377.48
O707898,P5034,3,43.85
O707898,P5107,2,399.53
O707899,P5135,2,1468.25
O707899,P5030,2,328.97
O707899,P5069,1,1037.76
O707899,P5088,3,225.93
O707900,P5024,3,189.39
O707900,P5013,4,51.84
O707901,P5009,3,100.48
O707901,P5114,3,563.87
O707901,P5069,3,857.7
O707902,P5064,2,178.53
O707902,P5047,2,154.06
O707902,P5091,3,657.73
O707902,P5069,1,828.41
O707903,P5084,3,343.34
O707903,P5111,5,661.48
O707903,P5130,2,1417.09
O707904,P5069,2,1051.04
O707904,P5095,3,150.46
O707904,P5083,3,276.72
O707904,P5125,3,410.72
O707905,P5069,3,981.33
O707905,P5007,3,181.64
O707905,P5090,2,796.47
O707905,P5051,4,59.79
O707905,P5058,1,340.69
O707905,P5052,2,138.84
O707906,P5072,1,836.38
O707906,P5069,2,840.42
O707906,P5125,3,330.09
O707906,P5084,-2,299.82
O707907,P5072,2,923.46
O707907,P5103,1,332.17
O707908,P5090,3,579.97
O707908,P5069,2,708.14
O707908,P5035,2,108.19
O707908,P5103,1,265.34
O707908,P5030,2,243
O707908,P5131,4,692.36
O707909,P5013,5,62.29
O707909,P5030,1,284.31
O707909,P5081,2,413.9
O707909,P5088,3,188.77
O707909,P5049,2,356.95
O707909,P5069,3,873.37
O707910,P5048,1,178.78
O707910,P5053,2,242.9
O707910,P5012,2,89.92
O707910,P5069,3,620.12
O707911,P5069,4,697.66
O707911,P5097,1,659.73
O707911,P5064,3,148.31
O707911,P5030,1,236.71
O707912,P5125,1,336.08
O707912,P5106,1,204.53
O707912,P5103,1,297.83
O707912,P5111,2,574.75
O707912,P5052,2,116.46
O707912,P5038,1,211.69
O707912,P5107,4,325.38
O707912,P5100,4,548.28
O707913,P5038,4,228.98
O707913,P5135,2,1223.81
O707913,P5069,5,839.42
O707913,P5064,3,182.45
O707913,P5036,1,93.01
O707913,P5125,2,352.11
O707913,P5030,2,290.57
O707913,P5044,3,44.95
O707914,P5069,1,941.46
O707914,P5103,3,345.75
O707914,P5119,2,385.41
O707915,P5103,2,317.01
O707915,P5069,1,863.05
O707915,P5080,2,1234.62
O707915,P5106,3,216.41
O707915,P5090,2,705.23
O707915,P5030,5,278.45
O707916,P5103,4,276.52
O707916,P5052,4,110.3
O707916,P5069,3,760.14
O707916,P5051,5,48.11
O707917,P5069,1,1060.6
O707917,P5025,2,73.22
O707917,P5127,3,270.34
O707918,P5103,4,345.21
O707918,P5135,1,1394.69
O707918,P5030,3,320.88
O707918,P5090,3,775.62
O707918,P5069,1,965.73
O707919,P5069,1,1007.86
O707919,P5103,4,363.93
O707920,P5082,1,1481.09
O707920,P5080,3,1547.75
O707920,P5051,1,67.47
O707921,P5094,2,75.54
O707921,P5127,2,219.58
O707921,P5135,4,1239.91
O707922,P5030,3,343.44
O707922,P5098,2,840.87
O707922,P5069,3,1008.12
O707922,P5103,3,368.98
O707922,P5111,1,719.2
O707922,P5125,1,413.55
O707922,P5051,3,64.2
O707923,P5013,2,54.2
O707923,P5069,3,728.86
O707923,P5035,1,110.79
O707924,P5009,3,114.77
O707924,P5131,1,918.67
O707924,P5069,5,955.55
O707924,P5047,3,175.69
O707925,P5016,1,160.29
O707925,P5125,2,420.37
O707925,P5062,2,432.75
O707925,P5069,3,1027.85
O707926,P5084,3,311.45
O707926,P5052,2,120.56
O707926,P5051,3,55.18
O707926,P5090,2,703.08
O707926,P5069,4,833.21
O707927,P5052,1,91.08
O707927,P5030,1,208
O707928,P5052,5,151.9
O707928,P5090,3,849.69
O707929,P5025,1,64.91
O707929,P5123,1,142.36
O707929,P5125,2,388.1
O707930,P5069,2,1027.79
O707930,P5030,1,344.48
O707931,P5013,1,74.58
O707931,P5113,4,478.51
O707931,P5090,3,885.81
O707931,P5062,2,452.76
O707932,P5069,2,621.48
O707932,P5125,3,253.21
O707932,P5131,1,603.22
O707932,P5067,1,312.59
O707933,P5055,2,65.8
O707933,P5126,2,459.36
O707933,P5103,2,165.55
O707934,P5069,2,924.08
O707934,P5113,5,405.5
O707934,P5062,4,371.91
O707934,P5051,2,55.76
O707935,P5069,2,902.93
O707935,P5123,1,132.84
O707935,P5090,2,751.44
O707935,P5103,1,335.93
O707935,P5127,1,222.22
O707936,P5069,1,536.9
O707936,P5034,3,23.35
O707936,P5103,4,196.22
O707936,P5036,3,60.2
O707937,P5103,2,342.83
O707937,P5029,4,254.8
O707937,P5069,1,908.89
O707937,P5043,1,232
O707937,P5016,1,146.74
O707937,P5051,4,55.33
O707937,P5038,1,246.49
O707938,P5120,3,457.87
O707938,P5125,2,351.96
O707938,P5076,3,451.2
O707938,P5052,4,126.22
O707938,P5069,4,873.2
O707938,P5030,2,289.59
O707938,P5119,1,335.73
O707939,P5125,3,325.67
O707939,P5030,3,264.35
O707939,P5090,4,654.43
O707939,P5009,2,93.23
O707939,P5103,4,302.56
O707940,P5125,2,319.19
O707941,P5119,3,338.43
O707941,P5016,3,142.08
O707941,P5069,5,869.84
O707941,P5123,1,124.94
O707942,P5081,2,293.82
O707942,P5115,3,334.62
O707942,P5069,1,629.19
O707942,P5057,2,69.61
O707943,P5085,3,410.92
O707943,P5013,2,65.08
O707943,P5103,6,342.12
O707943,P5035,-2,140.41
O707943,P5049,3,365.02
O707943,P5066,2,984.99
O707943,P5124,1,460.4
O707944,P5115,3,499.67
O707944,P5051,1,58.86
O707944,P5055,2,142.26
O707944,P5088,1,214.97
O707944,P5069,2,968.9
O707944,P5128,1,1297.44
O707945,P5069,1,1000.03
O707945,P5103,3,376.74
O707945,P5045,4,242.08
O707945,P5032,1,237.94
O707945,P5131,1,973.26
O707945,P5009,3,119.59
O707946,P5051,3,62.17
O707946,P5035,1,148.62
O707946,P5069,1,985.46
O707947,P5045,1,246.2
O707947,P5022,1,37.32
O707947,P5069,1,988.32
O707948,P5069,1,1059.16
O707948,P5107,2,425.6
O707949,P5069,2,982.05
O707949,P5052,4,140.98
O707950,P5032,4,219.42
O707950,P5098,6,794.18
O707950,P5047,4,175.28
O707951,P5069,4,639.27
O707951,P5120,2,332.73
O707951,P5051,1,40.89
O707951,P5090,1,515.13
O707951,P5093,3,188.52
O707951,P5052,2,95.36
O707952,P5069,6,799.14
O707952,P5098,2,687.71
O707952,P5038,2,224.7
O707952,P5137,5,876.51
O707953,P5085,2,411.67
O707953,P5103,4,340.49
O707953,P5091,2,732.74
O707953,P5125,2,372.85
O707953,P5069,4,879.08
O707954,P5135,4,1320.18
O707954,P5090,4,731.04
O707954,P5069,1,890.63
O707954,P5125,3,370.13
O707955,P5080,3,1271.5
O707956,P5103,3,293.9
O707956,P5069,1,801.54
O707956,P5125,1,330.25
O707957,P5103,2,363.62
O707957,P5069,2,1021.16
O707958,P5030,1,327.72
O707958,P5052,2,147.58
O707958,P5069,3,1014.62
O707958,P5072,1,1011.71
O707958,P5022,1,38.59
O707959,P5069,2,1088.93
O707960,P5088,3,228.17
O707960,P5103,1,399.91
O707960,P5109,1,256.79
O707961,P5044,1,41.52
O707961,P5052,3,112.72
O707961,P5103,1,286.07
O707961,P5127,2,203
O707962,P5125,3,315.9
O707962,P5090,1,650.89
O707963,P5069,3,908.55
O707963,P5125,2,359.38
O707963,P5052,2,132.29
O707963,P5113,2,416.5
O707963,P5030,3,297.93
O707964,P5036,2,97.76
O707964,P5103,4,331.87
O707964,P5110,2,517.47
O707965,P5103,3,304.11
O707965,P5014,5,126.23
O707966,P5090,1,649.94
O707966,P5035,2,119.77
O707966,P5103,2,303.81
O707966,P5069,2,836.31
O707967,P5090,1,652.5
O707967,P5120,3,414.17
O707967,P5103,1,299.78
O707967,P5038,2,222.75
O707968,P5069,3,456.72
O707968,P5120,2,238.16
O707968,P5098,1,377.03
O707968,P5103,3,164.52
O707968,P5127,3,113.05
O707968,P5013,2,32.8
O707968,P5114,1,302.42
O707968,P5119,2,179.61
O707969,P5092,2,708.62
O707969,P5069,3,922.66
O707970,P5069,3,779.14
O707970,P5103,3,290.03
O707971,P5081,2,260.02
O707971,P5036,2,62.3
O707972,P5103,3,232.27
O707972,P5081,3,288.99
O707972,P5026,3,20.06
O707972,P5069,1,594.84
O707972,P5006,3,159.17
O707972,P5120,4,319.15
O707972,P5098,3,506.08
O707972,P5090,2,496.71
O707973,P5069,2,733.85
O707973,P5103,4,263.96
O707973,P5125,6,298.94
O707973,P5120,2,387.42
O707973,P5116,1,295.59
O707973,P5092,2,580.05
O707974,P5038,2,208.67
O707974,P5135,2,1117.99
O707974,P5071,1,848.87
O707974,P5103,1,288.62
O707974,P5127,2,199.53
O707974,P5034,1,33.87
O707975,P5069,1,740.53
O707975,P5081,4,340.91
O707976,P5081,4,413.66
O707976,P5069,2,925.76
O707976,P5106,1,230.57
O707976,P5119,2,362.56
O707977,P5069,2,948.37
O707977,P5045,5,223.98
O707977,P5030,1,325.41
O707977,P5081,1,458.06
O707978,P5069,3,1082.18
O707978,P5103,3,387.09
O707978,P5052,2,156.76
O707978,P5030,2,349.2
O707978,P5048,3,315.56
O707979,P5111,5,732.15
O707979,P5062,1,438.23
O707979,P5093,2,305.88
O707980,P5125,3,369.14
O707980,P5097,2,840.89
O707980,P5042,2,230.02
O707980,P5110,4,532.83
O707981,P5069,1,736.31
O707981,P5103,2,267.75
O707981,P5060,1,296.74
O707981,P5097,3,708.19
O707981,P5125,1,301.37
O707981,P5098,2,599.03
O707982,P5030,2,327.6
O707982,P5125,1,408.91
O707982,P5046,4,324.99
O707982,P5093,2,297.92
O707982,P5036,2,109.64
O707982,P5052,1,145.29
O707982,P5069,1,1020.89
O707982,P5103,1,363.4
O707983,P5069,2,752.79
O707983,P5046,4,246.77
O707983,P5072,2,770.21
O707983,P5052,3,111.14
O707983,P5103,2,270.87
O707983,P5098,2,616.52
O707983,P5017,3,154.56
O707983,P5066,3,821.57
O707983,P5081,1,357.79
O707983,P5045,2,175.25
O707984,P5103,1,342
O707984,P5034,3,37.89
O707984,P5069,3,919.09
O707984,P5030,2,298.59
O707984,P5125,2,358.09
O707985,P5031,4,111.38
O707985,P5069,3,620.56
O707985,P5030,3,215.74
O707985,P5084,3,225.84
O707986,P5069,4,903.11
O707986,P5091,2,732.77
O707986,P5105,1,648.42
O707987,P5127,3,217.71
O707987,P5083,3,221.96
O707987,P5091,2,675.14
O707988,P5120,3,508.02
O707989,P5080,4,1526.09
O707989,P5111,2,730.64
O707990,P5069,2,952.05
O707990,P5064,2,202.72
O707990,P5013,2,68.45
O707990,P5091,6,773.31
O707990,P5045,3,227.76
O707990,P5081,3,453.82
O707990,P5088,1,206.02
O707991,P5069,4,881.79
O707991,P5135,2,1243.21
O707991,P5125,4,362.33
O707991,P5139,-1,535.36
O707991,P5012,2,128.78
O707991,P5099,2,650.25
O707992,P5102,3,538.09
O707992,P5069,5,943.44
O707992,P5114,3,608.06
O707993,P5052,1,115.11
O707993,P5103,4,289.88
O707993,P5035,2,118.11
O707994,P5103,3,352.12
O707994,P5127,2,247.41
O707994,P5123,7,144.24
O707994,P5069,4,975.52
O707995,P5103,2,370.77
O707995,P5021,4,44.09
O707995,P5120,3,519.6
O707995,P5093,3,285.65
O707995,P5069,2,960.27
O707995,P5135,1,1392.24
O707995,P5030,2,327.24
O707995,P5139,3,602.42
O707996,P5069,3,665.96
O707996,P5118,1,108.64
O707996,P5125,1,262.59
O707996,P5030,2,227.1
O707996,P5009,5,77.11
O707996,P5052,1,94.7
O707996,P5127,2,169.49
O707996,P5111,1,477.46
O707996,P5038,4,181.17
O707997,P5081,4,365.15
O707997,P5069,4,762.32
O707997,P5065,2,1051.46
O707997,P5066,2,882.89
O707998,P5072,3,905.14
O707999,P5103,1,343.35
O707999,P5022,3,35.26
O707999,P5027,2,188.01
O707999,P5069,5,915.12
O707999,P5030,4,302.35
O707999,P5125,2,380.37
O707999,P5108,1,590.66
O708000,P5069,3,799.83
O708000,P5103,4,289.68
O708000,P5052,2,117.05
O708000,P5120,3,412.05
O708000,P5045,3,191.79
O708001,P5035,3,133.43
O708001,P5080,3,1313.42
O708002,P5009,3,108.91
O708002,P5118,3,156.27
O708002,P5069,4,938.48
O708002,P5112,2,268.1
O708002,P5125,3,375.7
O708002,P5103,1,350.95
O708002,P5096,1,433.18
O708003,P5069,2,817.44
O708003,P5103,2,300.42
O708003,P5115,4,435.33
O708003,P5074,1,919.89
O708003,P5125,4,340.35
O708003,P5035,2,123.72
O708004,P5030,2,268.11
O708004,P5052,1,116.41
O708004,P5119,1,317.74
O708005,P5088,3,111.28
O708005,P5052,2,72.26
O708005,P5103,3,178.64
O708006,P5069,5,811.68
O708006,P5103,2,308.71
O708006,P5135,2,1189.79
O708006,P5024,4,208.31
O708006,P5125,2,336.11
O708007,P5127,3,209.82
O708007,P5035,2,123.38
O708008,P5052,1,112.01
O708008,P5090,2,632.65
O708008,P5127,2,189.2
O708008,P5103,1,280.13
O708009,P5069,3,886.08
O708009,P5127,2,220.72
O708009,P5125,1,372.98
O708010,P5030,3,281.53
O708010,P5069,1,878.28
O708010,P5103,1,313.24
O708010,P5053,3,336.65
O708010,P5131,1,834.42
O708011,P5069,3,704.47
O708011,P5103,2,268.81
O708011,P5123,1,107.65
O708011,P5125,1,286.61
O708012,P5069,3,626.36
O708012,P5118,4,103.06
O708012,P5090,3,511.99
O708012,P5030,1,211.84
O708013,P5069,1,790.06
O708013,P5030,2,266.75
O708013,P5091,2,645.42
O708013,P5135,1,1144.21
O708013,P5100,3,567.21
O708014,P5113,1,405.25
O708014,P5127,2,230.63
O708014,P5069,3,887.79
O708014,P5103,6,324.68
O708015,P5069,1,918.21
O708015,P5103,3,341.33
O708015,P5081,1,410.51
O708015,P5090,5,718.88
O708015,P5052,3,133.31
O708015,P5089,4,869.05
O708016,P5052,2,129.66
O708017,P5069,1,485.12
O708017,P5043,3,126.84
O708017,P5103,2,178.35
O708018,P5069,1,854.21
O708018,P5125,4,352.09
O708018,P5090,2,0
O708018,P5134,4,468.63
O708018,P5103,2,309.32
O708018,P5042,-1,209.45
O708018,P5080,-3,1227.84
O708019,P5070,3,219.28
O708019,P5066,4,1035.57
O708020,P5072,1,748.27
O708020,P5069,1,745.55
O708020,P5082,4,1033.8
O708020,P5130,2,1158.26
O708020,P5051,2,48.88
O708021,P5030,1,161.47
O708021,P5069,4,488.74
O708021,P5125,2,201.19
O708022,P5103,1,300.27
O708022,P5069,2,829.67
O708022,P5090,2,649.97
O708022,P5135,3,1142.25
O708023,P5134,3,396.82
O708023,P5098,2,593.54
O708023,P5069,2,714.95
O708023,P5088,1,161.4
O708023,P5103,4,271.15
O708024,P5069,3,813.19
O708024,P5103,3,294.88
O708024,P5097,3,771.51
O708024,P5052,1,121.58
O708025,P5113,2,378.7
O708025,P5052,2,117.33
O708025,P5029,1,219.48
O708026,P5069,1,729.35
O708026,P5013,1,52.39
O708026,P5066,2,813.11
O708026,P5119,2,286.56
O708026,P5103,2,274.91
O708027,P5090,2,611.39
O708027,P5131,3,690.66
O708027,P5069,1,743.58
O708028,P5069,2,764.91
O708028,P5103,2,285.24
O708028,P5123,4,114.04
O708028,P5108,1,505.98
O708028,P5135,3,1130.92
O708029,P5081,1,337.53
O708029,P5127,3,183.97
O708029,P5047,2,136.2
O708029,P5069,2,750.83
O708029,P5133,2,399.83
O708030,P5069,2,501.53
O708030,P5127,1,122.47
O708030,P5111,2,336.22
O708030,P5081,2,229.39
O708031,P5139,2,426.78
O708031,P5009,2,81.14
O708031,P5097,1,630.29
O708032,P5052,1,101.04
O708032,P5125,2,280.76
O708032,P5069,1,706.34
O708033,P5081,1,461.75
O708033,P5107,2,394.31
O708033,P5069,2,951.75
O708033,P5080,2,1409.15
O708033,P5103,2,360.76
O708033,P5120,3,496.02
O708034,P5006,5,225.25
O708034,P5069,1,840.3
O708034,P5125,4,340.08
O708034,P5016,5,133.75
O708034,P5036,1,90.65
O708034,P5045,2,202.06
O708035,P5135,2,1229.76
O708035,P5103,1,319.99
O708035,P5030,3,288.28
O708036,P5072,3,745.2
O708036,P5127,1,189.98
O708036,P5098,3,617.13
O708036,P5013,2,52.96
O708037,P5069,2,896.19
O708037,P5072,1,885.15
O708037,P5105,1,625.09
O708038,P5103,2,347.06
O708038,P5012,2,132.09
O708038,P5069,2,910.98
O708038,P5133,1,504.97
O708038,P5035,3,142.23
O708038,P5098,4,762.05
O708039,P5091,3,701.04
O708039,P5069,1,868.02
O708039,P5125,1,356.04
O708039,P5023,1,122.32
O708040,P5069,2,795.51
O708040,P5131,2,769.12
O708040,P5125,2,310.71
O708040,P5090,3,662.25
O708040,P5030,3,255.49
O708041,P5042,2,180.12
O708041,P5103,1,274.54
O708041,P5069,3,765.05
O708042,P5103,2,324.71
O708042,P5038,4,229.43
O708042,P5099,2,666.86
O708042,P5069,3,890.03
O708043,P5069,1,814.33
O708043,P5103,2,305.48
O708043,P5052,2,119.53
O708043,P5097,1,789.45
O708043,P5105,1,587.53
O708044,P5103,1,163.17
O708044,P5069,4,434.75
O708044,P5030,2,147.26
O708045,P5090,1,638.26
O708045,P5120,2,399.24
O708045,P5072,3,808.48
O708046,P5069,5,736.88
O708046,P5103,4,269.31
O708047,P5069,1,525.84
O708047,P5024,3,131.59
O708048,P5069,1,770.62
O708049,P5125,2,244.77
O708049,P5069,3,612.66
O708049,P5043,2,158.34
O708049,P5132,2,707.71
O708049,P5103,2,231.84
O708050,P5034,2,19.86
O708050,P5127,4,114.66
O708050,P5092,3,367.54
O708050,P5069,2,453.73
O708051,P5069,4,737.83
O708051,P5081,2,349.81
O708051,P5113,2,330.3
O708051,P5034,4,32.55
O708051,P5016,3,117.94
O708052,P5104,3,523.64
O708052,P5081,2,0
O708052,P5074,1,822.18
O708052,P5103,1,270.16
O708052,P5069,3,741.67
O708053,P5002,1,84.62
O708053,P5125,3,178.6
O708053,P5127,1,113.37
O708053,P5069,4,453.16
O708054,P5069,2,665.18
O708054,P5125,2,261.87
O708054,P5080,3,935.5
O708054,P5090,3,525.7
O708054,P5030,1,217.3
O708054,P5079,1,468.57
O708055,P5069,1,675.23
O708055,P5051,3,42.72
O708055,P5090,1,574.89
O708055,P5042,5,176.85
O708055,P5013,3,50.7
O708055,P5125,2,273.41
O708056,P5001,3,131.81
O708056,P5103,1,321.76
O708057,P5069,1,681.74
O708057,P5035,3,98
O708058,P5135,1,1061.51
O708058,P5030,2,257.02
O708058,P5069,3,750.3
O708058,P5103,1,281.49
O708059,P5090,2,610.67
O708059,P5103,1,275.46
O708059,P5131,2,734.92
O708059,P5045,3,185.04
O708060,P5069,2,891.98
O708060,P5023,2,125.88
O708060,P5044,2,45.98
O708060,P5091,2,695.49
O708061,P5083,4,229.56
O708061,P5131,3,803.08
O708061,P5103,3,314.2
O708061,P5069,2,858.63
O708061,P5014,4,140.18
O708061,P5042,3,212.16
O708062,P5002,2,130.73
O708062,P5069,3,670.13
O708062,P5013,4,48.82
O708062,P5038,1,179.26
O708062,P5080,2,985.15
O708063,P5084,3,316.57
O708063,P5043,5,213.37
O708063,P5136,1,1139.97
O708063,P5098,3,685.96
O708064,P5051,3,48.63
O708064,P5069,1,783.78
O708064,P5103,3,278.87
O708064,P5127,3,192.34
O708065,P5035,3,138.88
O708065,P5115,2,457.05
O708065,P5084,3,330.07
O708066,P5048,2,272.54
O708066,P5125,2,376.34
O708066,P5119,1,353.75
O708066,P5022,1,33.27
O708067,P5103,2,235.92
O708067,P5069,2,632.49
O708067,P5034,1,27.03
O708067,P5081,1,291.12
O708067,P5135,1,886.43
O708067,P5105,2,463.39
O708068,P5103,1,335.94
O708068,P5123,1,132.91
O708068,P5127,5,227.9
O708069,P5069,1,889.4
O708069,P5127,4,227.12
O708069,P5098,2,755.4
O708069,P5084,1,331.3
O708069,P5089,1,852.32
O708069,P5030,2,304.89
O708070,P5069,3,813.13
O708070,P5094,5,75.54
O708070,P5096,2,361.96
O708070,P5030,3,269.22
O708070,P5091,3,637.24
O708071,P5089,2,763.11
O708071,P5103,1,307.3
O708071,P5125,1,324.52
O708071,P5069,2,815.14
O708072,P5051,2,44.49
O708072,P5069,3,703.82
O708072,P5041,1,95.07
O708072,P5034,2,32.05
O708073,P5069,2,667.47
O708073,P5124,3,340.77
O708073,P5052,2,94.02
O708073,P5103,3,242.96
O708074,P5112,3,203.94
O708074,P5135,5,1029.55
O708074,P5069,2,705.12
O708074,P5073,2,194.28
O708075,P5009,1,102.52
O708075,P5069,1,868
O708075,P5021,2,38.04
O708075,P5128,2,1171.51
O708075,P5090,2,695.92
O708076,P5103,2,386.72
O708076,P5069,1,1042.08
O708076,P5030,2,350.16
O708076,P5080,3,1501.26
O708077,P5103,1,328.7
O708077,P5123,3,132.87
O708077,P5093,1,250.7
O708077,P5125,2,343.88
O708077,P5129,4,613.54
O708077,P5069,1,891.66
O708078,P5029,4,201.05
O708078,P5081,2,337.77
O708079,P5069,2,725.88
O708079,P5052,2,102.6
O708079,P5103,3,268.55
O708079,P5082,1,974.85
O708080,P5103,3,373.41
O708080,P5091,1,811.34
O708080,P5069,2,1038.71
O708080,P5081,3,481.43
O708081,P5127,1,179.81
O708081,P5036,1,79.55
O708081,P5069,1,735.42
O708082,P5069,4,986.31
O708082,P5125,2,387.67
O708082,P5044,1,50.92
O708083,P5127,1,241.1
O708083,P5090,1,793.15
O708083,P5111,2,661.37
O708084,P5097,4,957.43
O708084,P5069,2,1030.06
O708084,P5035,1,148.75
O708084,P5052,1,150.73
O708084,P5022,3,37.76
O708085,P5069,4,1052.32
O708085,P5052,2,157.26
O708085,P5051,3,68.68
O708085,P5108,4,679.8
O708085,P5014,1,173.72
O708086,P5069,1,964.33
O708086,P5135,1,1372.7
O708086,P5096,4,439.14
O708086,P5086,3,662.24
O708086,P5090,2,785.27
O708086,P5103,4,357.1
O708087,P5103,2,398.66
O708087,P5069,4,1079.76
O708087,P5035,2,156.64
O708087,P5098,3,897.92
O708087,P5125,2,430.34
O708088,P5135,3,1276.56
O708088,P5103,2,331.08
O708088,P5125,2,376.2
O708089,P5069,3,941.71
O708089,P5004,2,192.22
O708089,P5030,2,320.28
O708089,P5113,2,427.57
O708090,P5069,2,1051.83
O708090,P5103,3,397.53
O708090,P5072,2,1094.83
O708090,P5066,3,1199.2
O708091,P5076,2,582.35
O708091,P5050,4,100.2
O708091,P5069,2,1063.74
O708091,P5044,2,55.39
O708092,P5038,3,271.22
O708092,P5103,2,363.09
O708092,P5131,1,990.13
O708092,P5051,2,65.41
O708093,P5044,3,56.3
O708094,P5103,3,299.95
O708094,P5125,2,325.72
O708094,P5019,1,72.61
O708094,P5038,3,219.12
O708094,P5069,4,798.19
O708095,P5069,2,861.16
O708096,P5069,3,913.33
O708096,P5013,3,0
O708096,P5023,3,127.44
O708096,P5135,1,1329.59
O708096,P5041,2,120.12
O708097,P5069,4,466.55
O708097,P5082,1,663.18
O708097,P5043,1,123.07
O708098,P5052,5,127.54
O708098,P5069,3,878.46
O708098,P5064,1,192.34
O708099,P5019,1,81.16
O708099,P5103,3,338.46
O708099,P5069,2,899.02
O708099,P5025,1,62.54
O708100,P5119,1,305.46
O708100,P5123,2,115.06
O708100,P5008,1,178.16
O708101,P5034,1,31.1
O708101,P5115,2,364.6
O708101,P5103,1,255.82
O708101,P5107,2,286.71
O708102,P5123,3,135.63
O708102,P5091,2,701.47
O708102,P5052,2,129.94
O708102,P5043,2,223.19
O708102,P5090,2,730.52
O708102,P5069,2,930
O708103,P5103,2,333.98
O708103,P5090,3,734.94
O708103,P5069,2,929.46
O708104,P5103,2,344.79
O708104,P5088,1,205.5
O708104,P5127,3,241.75
O708104,P5023,3,128.11
O708104,P5083,2,252.98
O708104,P5069,1,953.19
O708105,P5069,4,956.37
O708105,P5103,3,353.28
O708106,P5090,4,646.76
O708106,P5103,1,295.76
O708107,P5069,2,693.63
O708107,P5114,1,472.49
O708107,P5072,2,703.95
O708108,P5097,3,770.56
O708108,P5069,2,819.22
O708108,P5030,1,268.18
O708109,P5081,3,456.24
O708109,P5030,2,314.87
O708109,P5098,1,794.14
O708109,P5135,2,1385.04
O708109,P5064,3,201.04
O708109,P5074,1,1027.82
O708109,P5082,2,1298.82
O708109,P5090,2,764.9
O708110,P5069,5,674.05
O708110,P5051,2,42.61
O708110,P5104,2,484
O708110,P5036,4,73.26
O708110,P5113,1,304.14
