customer_id,signup_date,city,age,gender,acquisition_channel,is_prime_member
C101201,29-05-2025,Mumbai,36,F,Instagram Ads,0
C101202,23-11-2025,Pune,37,F,Offline Banner,1
C101203,10-04-2024,Delhi,35,M,Instagram Ads,0
C101204,16-08-2025,Delhi,40,F,Instagram Ads,0
C101205,06-03-2025,Delhi,18,F,Google Ads,0
C101206,26-12-2025,Delhi,21,F,Influencer,0
C101207,29-08-2024,Delhi,24,F,Google Ads  ,0
C101208,03-04-2025,Bengaluru,33,M,Referral,0
C101209,21-10-2024,Bengaluru,27,F,Instagram Ads,1
C101210,06-12-2025,Bengaluru,40,M,Instagram Ads,0
C101211,21-12-2024,Hyderabad,30,M,Organic,0
C101212,06-11-2025,Hyderabad,49,M,Instagram Ads,1
C101213,12-05-2024,Delhi,44,M,Organic,0
C101214,02-04-2025,Bengaluru,32,F,Influencer,0
C101215,22-04-2025,Bengaluru,20,F,Influencer,0
C101216,18-08-2025,Chennai,36,F,Instagram Ads,0
C101217,21-11-2025,Delhi,22,F,Referral,1
C101218,17-05-2025,Delhi,23,M,Offline Banner,1
C101219,19-04-2024,Bengaluru,27,M,Organic,0
C101220,14-10-2024,Hyderabad,27,F,Instagram Ads,1
C101221,09-06-2024,Mumbai,35,F,Referral,0
C101222,09-12-2025,Bengaluru,33,F,Offline Banner,0
C101223,03-09-2025,Delhi,22,M,Referral,1
C101224,19-12-2024,Chennai,28,F,Influencer,0
C101225,15-05-2025,Delhi,20,F,Referral,1
C101226,03-07-2025,Delhi,34,M,Instagram Ads,0
C101227,20-07-2025,Delhi,18,F,Instagram Ads,0
C101228,30-08-2025,Mumbai,29,M,Instagram Ads  ,1
C101229,06-10-2025,Delhi,25,M,Instagram Ads,1
C101230,24-07-2024,Hyderabad,35,F,Influencer,0
C101231,01-03-2025,Pune,24,F,Organic,0
C101232,09-07-2025,Mumbai,24,F,Organic,0
C101233,12-10-2025,Bengaluru,34,F,Organic,1
C101234,27-09-2025,Delhi,34,M,Google Ads,1
C101235,15-10-2024,Mumbai,,M,Instagram Ads,0
C101236,25-07-2024,Mumbai,35,M,Offline Banner,1
C101237,11-02-2025,Delhi,50,F,Referral  ,1
C101238,04-07-2025,Bengaluru,27,F,Referral,0
C101239,06-11-2025,Delhi,21,F,Offline Banner,0
C101240,03-08-2024,Pune,31,F,Google Ads,0
C101241,24-03-2024,Bengaluru,19,F,Influencer,0
C101242,08-08-2024,Hyderabad,28,F,Influencer,0
C101243,23-03-2024,Chennai,26,F,Instagram Ads,1
C101244,25-07-2025,Chennai,36,F,Instagram Ads,0
C101245,18-07-2025,Bengaluru,18,M,Offline Banner,0
C101246,07-10-2025,Bengaluru,18,M,Google Ads,0
C101247,12-08-2024,Mumbai,34,M,Instagram Ads,0
C101248,09-10-2025,Hyderabad,35,F,Referral,1
C101249,23-08-2024,Bengaluru,18,F,Organic,0
C101250,01-09-2025,Chennai,43,M,Organic,0
C101251,25-07-2025,Delhi,38,F,Offline Banner,0
C101252,10-09-2025,Mumbai,25,F,Offline Banner,1
C101253,18-11-2025,Mumbai,31,M,Offline Banner  ,1
C101254,03-05-2025,Pune,18,F,Instagram Ads,1
C101255,24-05-2025,Delhi,36,F,Organic,0
C101256,18-10-2025,Mumbai,24,M,Instagram Ads,1
C101257,07-06-2025,Mumbai,28,M,Instagram Ads,0
C101258,20-04-2025,Delhi,30,M,Influencer,0
C101259,29-06-2024,Mumbai,40,F,Google Ads,0
C101260,23-05-2025,Bengaluru,34,M,Offline Banner,0
C101261,22-09-2024,Delhi,28,F,Instagram Ads,0
C101262,03-06-2024,Bengaluru,26,F,Influencer,0
C101263,09-05-2024,Chennai,32,M,Instagram Ads,0
C101264,03-03-2025,Chennai,30,F,Instagram Ads,1
C101265,29-05-2024,Bengaluru,29,Other,Referral,0
C101266,28-09-2025,Bengaluru,31,M,Google Ads,1
C101267,23-09-2025,Mumbai,28,F,Referral,0
C101268,26-10-2025,Chennai,18,F,Offline Banner,0
C101269,11-06-2024,Mumbai,30,M,Organic,0
C101270,23-04-2024,Mumbai,30,M,Google Ads,0
C101271,09-05-2024,Delhi,32,M,Instagram Ads,1
C101272,17-12-2024,Mumbai,22,F,Google Ads,1
C101273,30-06-2024,Delhi,24,M,Referral,0
C101274,18-10-2025,Hyderabad,44,M,Organic,0
C101275,13-04-2025,Bengaluru,25,M,Google Ads,0
C101276,10-10-2024,Bengaluru,35,M,Organic,0
C101277,31-07-2025,Mumbai,24,F,Instagram Ads,1
C101278,25-09-2024,Pune,18,F,Referral,0
C101279,12-01-2025,Delhi,30,M,Organic,0
C101280,27-03-2025,Mumbai,35,M,Instagram Ads,0
C101281,21-08-2025,Bengaluru,28,F,Influencer,0
C101282,14-06-2025,Pune,18,F,Organic,1
C101283,21-08-2024,Delhi,,F,Organic,0
C101284,23-12-2025,Bengaluru,40,M,Referral,0
C101285,27-09-2025,Bengaluru,30,F,Offline Banner,1
C101286,14-08-2025,Pune,35,M,Organic,0
C101287,30-06-2025,Delhi,32,F,Google Ads,0
C101288,16-04-2025,Mumbai,21,M,Instagram Ads,0
C101289,17-11-2024,Delhi,28,F,Instagram Ads,1
C101290,17-10-2025,Delhi,18,M,Instagram Ads,1
C101291,03-09-2025,Delhi,38,M,Offline Banner,1
C101292,18-05-2025,Chennai,33,M,Google Ads,0
C101293,08-11-2024,Delhi,36,M,Influencer  ,0
C101294,10-08-2024,Chennai,,M,Instagram Ads,0
C101295,24-04-2025,Delhi,28,M,Google Ads,1
C101296,22-08-2024,Chennai,25,M,Offline Banner,0
C101297,02-04-2025,Bengaluru,30,M,Instagram Ads,0
C101298,18-06-2025,Delhi,41,F,Referral,1
C101299,14-09-2024,Bengaluru,,F,Offline Banner,0
C101300,20-03-2025,Mumbai,31,M,Offline Banner,0
C101301,12-11-2025,Mumbai,37,M,Influencer,1
C101302,27-03-2024,Mumbai,33,M,Influencer,1
C101303,25-01-2025,Mumbai,39,M,Organic,0
C101304,25-12-2025,Bengaluru,18,M,Instagram Ads,0
C101305,16-06-2025,Hyderabad,39,M,Organic,0
C101306,25-11-2025,Mumbai,26,F,Offline Banner,0
C101307,09-10-2025,Chennai,18,F,Referral,0
C101308,12-10-2025,Chennai,28,M,Google Ads,1
C101309,26-06-2025,Delhi,24,F,Referral,0
C101310,01-08-2025,Delhi,29,M,Organic,1
C101311,07-11-2024,Mumbai,18,M,Instagram Ads,0
C101312,06-02-2025,Bengaluru,30,F,Organic  ,0
C101313,10-03-2025,Mumbai,26,M,Referral,0
C101314,04-06-2024,Delhi,46,F,Organic,0
C101315,28-08-2025,Bengaluru,32,M,Google Ads,0
C101316,25-05-2025,Bengaluru,32,F,Instagram Ads,1
C101317,13-12-2024,Delhi,29,M,Organic,0
C101318,28-12-2025,Pune,,F,Referral,1
C101319,06-05-2025,Bengaluru,34,M,Google Ads,0
C101320,07-03-2025,Mumbai,43,M,Google Ads,1
C101321,25-11-2024,Hyderabad,39,F,Google Ads,0
C101322,20-09-2025,Delhi,27,F,Referral,1
C101323,24-11-2024,Mumbai,36,F,Offline Banner,1
C101324,25-07-2025,Delhi,37,M,Organic,1
C101325,13-07-2025,Delhi,38,M,Influencer,1
C101326,03-08-2025,Mumbai,34,M,Referral,0
C101327,08-07-2024,Delhi,20,M,Referral,0
C101328,06-01-2025,Bengaluru,30,F,Instagram Ads,0
C101329,13-08-2024,Bengaluru,31,F,Organic,0
C101330,29-04-2024,Delhi,31,F,Google Ads,0
C101331,21-08-2025,Delhi,40,M,Organic,0
C101332,22-09-2024,Hyderabad,25,M,Google Ads,0
C101333,20-03-2025,Delhi,32,F,Instagram Ads,0
C101334,16-12-2024,Mumbai,30,F,Instagram Ads,0
C101335,11-09-2025,Bengaluru,36,F,Influencer,0
C101336,23-06-2024,Pune,45,F,Google Ads,0
C101337,06-07-2024,Pune,35,F,Google Ads,0
C101338,27-02-2025,Hyderabad,35,M,Offline Banner,1
C101339,04-08-2025,Delhi,22,F,Organic,0
C101340,19-08-2025,Hyderabad,18,M,Instagram Ads,0
C101341,30-08-2024,Delhi,33,F,Instagram Ads,0
C101342,26-09-2025,Delhi,29,F,Google Ads,0
C101343,10-06-2025,Bengaluru,34,M,Referral,0
C101344,29-03-2025,Bengaluru,26,F,Organic,0
C101345,01-07-2024,Delhi,42,M,Google Ads,0
C101346,15-05-2025,Delhi,21,M,Influencer,1
C101347,21-06-2024,Hyderabad,29,M,Instagram Ads  ,0
C101348,01-07-2025,Pune,27,M,Instagram Ads,0
C101349,24-07-2024,Bengaluru,39,M,Offline Banner,0
C101350,26-06-2025,Mumbai,29,M,Instagram Ads,0
C101351,31-08-2025,Pune,26,M,Influencer,0
C101352,25-04-2025,Hyderabad,31,M,Organic,0
C101353,25-11-2025,Bengaluru,24,M,Instagram Ads,1
C101354,23-01-2024,Mumbai,,F,Referral,0
C101355,30-10-2025,Delhi,29,F,Referral,0
C101356,20-04-2025,Mumbai,54,F,Offline Banner,1
C101357,15-08-2025,Mumbai,27,M,Google Ads,0
C101358,20-10-2025,Mumbai,30,F,Referral,0
C101359,17-02-2025,Bengaluru,32,M,Instagram Ads,0
C101360,29-04-2025,Delhi,33,M,Organic,1
C101361,26-11-2025,Pune,39,M,Instagram Ads,1
C101362,26-12-2024,Delhi,46,M,Instagram Ads,0
C101363,07-06-2025,Bengaluru,24,M,Offline Banner,0
C101364,16-07-2025,Hyderabad,34,F,Google Ads,0
C101365,02-10-2025,Bengaluru,29,F,Instagram Ads,1
C101366,26-03-2024,Mumbai,33,F,Organic,0
C101367,31-03-2024,Mumbai,39,F,Influencer,1
C101368,27-11-2024,Pune,44,F,Instagram Ads,1
C101369,13-02-2025,Chennai,37,M,Instagram Ads,0
C101370,24-02-2025,Bengaluru,33,F,Instagram Ads,1
C101371,08-09-2024,Hyderabad,,F,Instagram Ads,0
C101372,10-03-2024,Delhi,24,M,Organic,0
C101373,29-12-2025,Pune,25,F,Referral,0
C101374,21-11-2024,Chennai,32,M,Organic,0
C101375,10-11-2025,Bengaluru,40,F,Referral,0
C101376,05-10-2024,Hyderabad,28,F,Influencer,0
C101377,04-04-2025,Bengaluru,29,F,Referral,0
C101378,20-07-2024,Mumbai,18,F,Offline Banner,0
C101379,07-12-2025,Pune,50,F,Referral,1
C101380,09-11-2024,Bengaluru,29,M,Influencer,1
C101381,16-10-2024,Bengaluru,18,M,Google Ads,0
C101382,10-09-2024,Bengaluru,32,M,Google Ads,0
C101383,12-09-2024,Pune,34,F,Influencer,0
C101384,19-08-2025,Hyderabad,29,M,Instagram Ads,0
C101385,27-02-2024,Delhi,23,F,Referral,0
C101386,19-11-2025,Mumbai,38,M,Organic,0
C101387,07-11-2024,Chennai,37,F,Organic,0
C101388,15-05-2025,Bengaluru,35,M,Referral  ,1
C101389,20-04-2025,Chennai,24,M,Referral,0
C101390,04-09-2024,Pune,26,M,Google Ads,0
C101391,14-11-2025,Bengaluru,28,F,Offline Banner,1
C101392,02-11-2025,Mumbai,27,M,Google Ads,0
C101393,16-03-2025,Mumbai,36,F,Influencer,0
C101394,15-05-2025,Bengaluru,27,M,Instagram Ads,1
C101395,03-03-2025,Mumbai,23,F,Instagram Ads,0
C101396,04-02-2025,Hyderabad,34,F,Google Ads,1
C101397,12-03-2025,Hyderabad,50,F,Organic  ,1
C101398,03-10-2025,Mumbai,,M,Google Ads,0
C101399,04-07-2024,Hyderabad,25,F,Instagram Ads,0
C101400,21-02-2025,Bengaluru,,M,Instagram Ads,1
C101401,13-05-2024,Mumbai,37,M,Google Ads,1
C101402,25-05-2025,Mumbai,35,M,Instagram Ads,0
C101403,06-05-2025,Pune,30,M,Instagram Ads,0
C101404,24-09-2024,Mumbai,27,F,Organic,0
C101405,08-07-2025,Mumbai,47,F,Google Ads,1
C101406,07-08-2025,Mumbai,,M,Google Ads,0
C101407,03-12-2024,Delhi,44,M,Offline Banner,0
C101408,18-08-2025,Bengaluru,36,M,Referral  ,0
C101409,30-03-2024,Delhi,30,M,Offline Banner,0
C101410,04-08-2024,Pune,34,M,Google Ads,1
C101411,23-12-2024,Delhi,45,M,Google Ads,1
C101412,24-12-2024,Bengaluru,35,F,Google Ads,0
C101413,16-06-2024,Delhi,18,F,Referral,0
C101414,18-06-2024,Chennai,42,M,Referral,0
C101415,11-12-2024,Mumbai,42,F,Google Ads,0
C101416,05-10-2025,Pune,40,M,Influencer,0
C101417,15-10-2025,Hyderabad,20,F,Referral,0
C101418,23-02-2025,Hyderabad,34,M,Instagram Ads,0
C101419,06-08-2025,Pune,39,F,Referral,0
C101420,13-09-2025,Delhi,31,M,Influencer,0
C101421,20-06-2024,Bengaluru,34,F,Google Ads  ,0
C101422,16-11-2025,Mumbai,35,M,Instagram Ads,0
C101423,04-11-2025,Hyderabad,24,M,Influencer  ,0
C101424,22-08-2025,Chennai,34,F,Offline Banner,0
C101425,14-06-2024,Pune,23,F,Instagram Ads,1
C101426,09-11-2024,Delhi,30,M,Offline Banner,1
C101427,18-10-2025,Mumbai,26,M,Google Ads,0
C101428,01-07-2025,Mumbai,38,M,Offline Banner,0
C101429,12-10-2025,Delhi,36,M,Organic,0
C101430,30-08-2025,Delhi,35,M,Influencer,0
C101431,01-12-2024,Mumbai,33,M,Influencer,1
C101432,08-10-2025,Chennai,34,F,Instagram Ads  ,0
C101433,21-11-2025,Bengaluru,47,M,Instagram Ads,0
C101434,08-12-2025,Bengaluru,41,F,Referral,1
C101435,28-12-2024,Mumbai,23,F,Instagram Ads,1
C101436,25-10-2024,Bengaluru,26,F,Referral,0
C101437,01-09-2025,Chennai,29,M,Offline Banner,0
C101438,12-12-2025,Bengaluru,29,F,Google Ads,0
C101439,05-10-2024,Delhi,24,F,Referral,1
C101440,02-08-2025,Bengaluru,35,M,Google Ads,0
C101441,05-04-2025,Chennai,30,F,Organic,0
C101442,26-10-2025,Mumbai,32,M,Instagram Ads,0
C101443,04-12-2024,Bengaluru,18,F,Google Ads,0
C101444,23-10-2025,Delhi,18,M,Influencer,0
C101445,06-04-2025,Delhi,26,F,Influencer,1
C101446,03-11-2025,Pune,35,F,Influencer,1
C101447,02-07-2025,Mumbai,34,M,Organic,1
C101448,25-11-2024,Mumbai,39,F,Referral,0
C101449,18-12-2025,Mumbai,25,F,Organic,0
C101450,26-10-2024,Chennai,36,M,Google Ads,0
C101451,09-03-2025,Delhi,43,F,Instagram Ads,0
C101452,24-09-2024,Pune,38,M,Google Ads,0
C101453,16-07-2024,Mumbai,20,F,Instagram Ads,1
C101454,15-06-2024,Pune,39,F,Google Ads  ,0
C101455,28-12-2025,Chennai,33,M,Google Ads,1
C101456,18-04-2025,Mumbai,34,M,Referral,0
C101457,17-10-2024,Delhi,50,M,Google Ads,0
C101458,05-12-2024,Delhi,32,F,Organic,1
C101459,05-03-2025,Hyderabad,36,M,Referral,1
C101460,18-11-2025,Delhi,31,M,Offline Banner,0
C101461,03-06-2024,Mumbai,29,M,Instagram Ads,0
C101462,27-09-2024,Delhi,33,M,Organic,0
C101463,25-01-2025,Mumbai,27,M,Organic,1
C101464,08-09-2025,Delhi,32,M,Offline Banner,0
C101465,10-04-2024,Pune,28,F,Google Ads,0
C101466,07-07-2025,Pune,18,F,Google Ads,0
C101467,10-12-2025,Mumbai,27,F,Instagram Ads,1
C101468,25-02-2024,Bengaluru,38,F,Google Ads,0
C101469,21-11-2025,Bengaluru,35,M,Referral,0
C101470,25-12-2025,Hyderabad,29,F,Influencer,0
C101471,11-02-2025,Bengaluru,31,M,Google Ads,0
C101472,30-11-2025,Bengaluru,24,M,Instagram Ads,0
C101473,06-10-2025,Bengaluru,25,M,Google Ads,1
C101474,09-06-2025,Hyderabad,31,M,Instagram Ads,1
C101475,12-09-2025,Mumbai,29,M,Offline Banner,0
C101476,03-05-2024,Mumbai,24,F,Influencer,0
C101477,07-10-2024,Mumbai,30,F,Google Ads,0
C101478,20-08-2025,Bengaluru,22,F,Google Ads,1
C101479,21-04-2024,Mumbai,43,M,Offline Banner,1
C101480,07-10-2024,Bengaluru,38,F,Instagram Ads,0
C101481,17-10-2024,Mumbai,18,F,Organic  ,0
C101482,30-08-2025,Pune,37,M,Offline Banner,0
C101483,11-10-2025,Delhi,28,M,Referral,0
C101484,09-08-2025,Bengaluru,26,M,Instagram Ads,0
C101485,26-02-2024,Bengaluru,37,M,Instagram Ads,0
C101486,30-01-2025,Mumbai,29,F,Offline Banner  ,0
C101487,25-02-2025,Mumbai,27,F,Instagram Ads,0
C101488,26-06-2025,Pune,20,M,Google Ads,0
C101489,16-01-2025,Mumbai,38,F,Influencer,0
C101490,17-05-2025,Pune,39,F,Influencer,1
C101491,08-07-2024,Pune,32,F,Referral,0
C101492,22-07-2024,Bengaluru,21,M,Instagram Ads,0
C101493,07-04-2025,Hyderabad,,M,Referral,0
C101494,03-02-2025,Bengaluru,36,M,Google Ads  ,0
C101495,11-08-2024,Bengaluru,,F,Google Ads,1
C101496,18-11-2025,Chennai,38,F,Influencer,0
C101497,16-08-2025,Mumbai,32,M,Instagram Ads,0
C101498,20-10-2024,Delhi,33,M,Instagram Ads,0
C101499,12-08-2025,Mumbai,42,F,Google Ads,0
C101500,17-11-2024,Bengaluru,27,M,Referral,0
C101501,08-02-2025,Delhi,18,M,Organic,0
C101502,03-10-2025,Pune,29,M,Influencer,0
C101503,22-06-2025,Mumbai,26,M,Organic,0
C101504,26-01-2025,Pune,19,M,Organic,0
C101505,19-08-2024,Delhi,35,M,Organic,0
C101506,30-05-2025,Mumbai,31,F,Google Ads,0
C101507,05-12-2024,Delhi,18,F,Google Ads,0
C101508,15-02-2025,Delhi,43,M,Organic,0
C101509,29-11-2025,Bengaluru,25,M,Instagram Ads  ,0
C101510,26-06-2024,Chennai,26,M,Google Ads,0
C101511,12-11-2024,Mumbai,,M,Google Ads,0
C101512,18-11-2025,Bengaluru,34,F,Referral,1
C101513,13-11-2024,Mumbai,39,M,Referral,0
C101514,14-08-2024,Delhi,18,M,Organic,1
C101515,06-12-2024,Bengaluru,28,F,Referral,0
C101516,14-10-2025,Delhi,32,F,Offline Banner,1
C101517,25-04-2025,Pune,41,M,Google Ads,0
C101518,02-11-2024,Hyderabad,24,M,Referral,1
C101519,27-05-2025,Mumbai,28,M,Instagram Ads,1
C101520,26-10-2025,Bengaluru,32,M,Google Ads  ,1
C101521,07-01-2025,Delhi,37,M,Influencer,1
C101522,14-09-2024,Hyderabad,22,F,Google Ads,0
C101523,11-07-2025,Pune,37,M,Google Ads,0
C101524,26-01-2025,Pune,26,F,Referral  ,1
C101525,17-09-2024,Mumbai,34,F,Instagram Ads,0
C101526,23-10-2024,Mumbai,29,M,Referral,0
C101527,07-10-2024,Bengaluru,33,M,Google Ads,0
C101528,14-07-2025,Chennai,,F,Google Ads,0
C101529,11-05-2025,Chennai,41,M,Influencer,0
C101530,09-12-2025,Mumbai,29,M,Organic  ,1
C101531,21-09-2025,Hyderabad,28,M,Referral,1
C101532,06-09-2024,Chennai,39,F,Referral,0
C101533,11-07-2024,Mumbai,42,M,Organic,0
C101534,24-07-2024,Pune,27,M,Organic,0
C101535,24-12-2024,Mumbai,36,F,Instagram Ads,0
C101536,20-09-2025,Mumbai,24,F,Google Ads,1
C101537,21-12-2025,Delhi,36,F,Google Ads,0
C101538,26-04-2025,Bengaluru,38,F,Instagram Ads,0
C101539,08-09-2024,Pune,28,M,Instagram Ads,0
C101540,31-07-2025,Bengaluru,39,Other,Instagram Ads,0
C101541,11-09-2025,Delhi,28,M,Influencer,0
C101542,23-11-2025,Delhi,31,F,Referral,0
C101543,05-03-2025,Bengaluru,34,M,Google Ads,1
C101544,14-02-2024,Bengaluru,23,F,Organic,0
C101545,11-03-2024,Bengaluru,20,F,Organic,0
C101546,25-09-2024,Delhi,33,F,Google Ads,1
C101547,26-12-2024,Hyderabad,25,F,Referral  ,1
C101548,31-10-2025,Pune,21,F,Instagram Ads,1
C101549,09-09-2024,Bengaluru,37,M,Referral,1
C101550,23-10-2025,Hyderabad,43,M,Google Ads,0
C101551,04-07-2025,Chennai,37,F,Google Ads,1
C101552,27-11-2024,Bengaluru,21,F,Google Ads,0
C101553,30-07-2025,Bengaluru,32,M,Organic,0
C101554,09-06-2025,Hyderabad,28,M,Referral,0
C101555,08-10-2025,Mumbai,24,F,Google Ads,1
C101556,13-05-2025,Bengaluru,31,M,Instagram Ads,0
C101557,13-07-2025,Pune,30,F,Organic,0
C101558,29-05-2024,Mumbai,29,M,Influencer,0
C101559,26-09-2025,Pune,38,F,Organic,0
C101560,01-05-2025,Bengaluru,41,F,Offline Banner,0
C101561,20-08-2025,Mumbai,28,M,Instagram Ads,0
C101562,09-11-2024,Bengaluru,29,M,Instagram Ads,0
C101563,17-10-2025,Mumbai,29,F,Referral,1
C101564,24-07-2025,Pune,35,M,Instagram Ads,0
C101565,08-05-2025,Bengaluru,33,F,Instagram Ads,1
C101566,22-09-2024,Pune,25,M,Google Ads,0
C101567,17-01-2025,Bengaluru,29,F,Google Ads,0
C101568,07-07-2025,Bengaluru,19,F,Google Ads,1
C101569,21-05-2025,Chennai,18,M,Offline Banner,1
C101570,02-01-2025,Delhi,21,Other,Instagram Ads,0
C101571,25-03-2024,Hyderabad,28,M,Instagram Ads,1
C101572,20-08-2024,Delhi,35,F,Instagram Ads,0
C101573,06-10-2025,Pune,24,M,Influencer,0
C101574,15-09-2024,Bengaluru,29,M,Organic,0
C101575,09-10-2025,Chennai,32,F,Instagram Ads,0
C101576,24-12-2025,Pune,43,M,Instagram Ads,0
C101577,10-03-2025,Delhi,31,M,Organic,0
C101578,14-09-2025,Delhi,31,M,Google Ads,0
C101579,23-06-2025,Bengaluru,26,F,Offline Banner,1
C101580,20-07-2025,Bengaluru,45,M,Referral,0
C101581,06-11-2025,Delhi,37,M,Instagram Ads  ,0
C101582,10-01-2025,Delhi,22,F,Influencer,1
C101583,04-08-2025,Bengaluru,42,M,Google Ads,0
C101584,20-04-2024,Delhi,36,M,Google Ads,0
C101585,21-11-2025,Pune,32,F,Google Ads,1
C101586,20-09-2024,Pune,36,F,Organic,0
C101587,23-05-2024,Hyderabad,40,M,Instagram Ads,0
C101588,01-02-2024,Delhi,24,F,Google Ads,0
C101589,09-11-2025,Delhi,27,M,Instagram Ads,1
C101590,14-09-2025,Bengaluru,30,F,Influencer,1
C101591,24-02-2025,Chennai,21,M,Google Ads,0
C101592,28-10-2025,Mumbai,36,M,Google Ads,0
C101593,08-04-2024,Mumbai,28,M,Referral,0
C101594,24-02-2025,Delhi,27,F,Organic  ,0
C101595,09-05-2025,Bengaluru,25,M,Influencer,0
C101596,17-05-2025,Bengaluru,30,F,Google Ads,1
C101597,05-11-2024,Delhi,32,F,Influencer,1
C101598,19-11-2025,Mumbai,38,Other,Referral,0
C101599,13-09-2024,Bengaluru,39,M,Instagram Ads  ,1
C101600,08-12-2025,Bengaluru,21,F,Influencer,0
C101601,13-10-2025,Bengaluru,34,M,Referral,1
C101602,15-08-2025,Pune,40,M,Organic  ,0
C101603,09-03-2024,Hyderabad,29,M,Offline Banner,0
C101604,08-10-2024,Bengaluru,29,M,Referral  ,0
C101605,14-09-2024,Pune,27,F,Instagram Ads,0
C101606,07-08-2025,Pune,35,F,Influencer,1
C101607,25-09-2025,Mumbai,33,M,Google Ads,1
C101608,17-10-2024,Delhi,38,M,Referral,0
C101609,11-07-2025,Pune,30,F,Instagram Ads,1
C101610,08-05-2025,Delhi,41,M,Google Ads,0
C101611,12-05-2024,Chennai,35,F,Organic,1
C101612,02-05-2024,Delhi,40,F,Google Ads  ,0
C101613,01-07-2024,Chennai,26,M,Organic,0
C101614,16-10-2024,Bengaluru,43,F,Influencer,1
C101615,26-12-2024,Hyderabad,26,F,Google Ads,0
C101616,19-03-2025,Mumbai,26,F,Referral,1
C101617,11-08-2025,Chennai,27,M,Organic,0
C101618,01-11-2025,Delhi,26,F,Organic  ,1
C101619,14-08-2025,Mumbai,46,M,Referral,0
C101620,11-09-2025,Delhi,35,F,Google Ads,0
C101621,29-11-2025,Chennai,34,F,Google Ads,0
C101622,02-09-2024,Mumbai,18,M,Google Ads,0
C101623,09-02-2025,Bengaluru,41,F,Google Ads,0
C101624,13-07-2024,Hyderabad,22,M,Organic,0
C101625,30-05-2025,Pune,30,M,Instagram Ads,1
C101626,07-11-2025,Bengaluru,25,M,Offline Banner,0
C101627,31-01-2025,Bengaluru,32,M,Organic,0
C101628,08-10-2025,Hyderabad,43,M,Google Ads,1
C101629,08-08-2024,Hyderabad,23,M,Instagram Ads,1
C101630,01-02-2025,Delhi,25,M,Organic,0
C101631,28-11-2025,Delhi,32,M,Organic,0
C101632,24-10-2024,Delhi,43,M,Offline Banner,0
C101633,13-03-2024,Mumbai,27,M,Google Ads,0
C101634,30-10-2024,Bengaluru,25,F,Instagram Ads,0
C101635,25-08-2025,Bengaluru,32,M,Offline Banner,1
C101636,15-07-2024,Chennai,31,F,Google Ads,0
C101637,04-08-2025,Mumbai,22,M,Organic,0
C101638,06-08-2025,Hyderabad,27,F,Instagram Ads,0
C101639,24-02-2025,Bengaluru,18,F,Organic,0
C101640,28-06-2025,Delhi,,M,Instagram Ads,1
C101641,21-05-2025,Bengaluru,21,M,Organic,1
C101642,30-06-2024,Chennai,50,F,Referral,0
C101643,10-08-2025,Delhi,35,M,Offline Banner,0
C101644,07-05-2025,Bengaluru,33,M,Instagram Ads,0
C101645,25-01-2025,Delhi,35,F,Google Ads,0
C101646,26-03-2024,Mumbai,27,F,Instagram Ads,0
C101647,27-04-2024,Bengaluru,29,M,Influencer,1
C101648,15-03-2025,Pune,35,F,Referral,0
C101649,14-02-2025,Hyderabad,23,F,Referral,1
C101650,26-08-2025,Mumbai,36,M,Instagram Ads,0
C101651,09-10-2025,Pune,47,M,Referral,0
C101652,18-06-2025,Mumbai,19,F,Google Ads,0
C101653,08-08-2025,Hyderabad,35,M,Google Ads,1
C101654,08-10-2025,Mumbai,24,F,Organic  ,0
C101655,08-01-2025,Pune,36,M,Instagram Ads,0
C101656,03-05-2025,Hyderabad,,M,Organic,0
C101657,05-01-2025,Pune,46,M,Influencer,0
C101658,09-11-2024,Delhi,44,F,Offline Banner,0
C101659,01-04-2025,Bengaluru,19,F,Organic,0
C101660,09-02-2025,Hyderabad,37,F,Google Ads,1
C101661,13-09-2024,Hyderabad,36,F,Organic,0
C101662,26-10-2025,Bengaluru,40,M,Instagram Ads,1
C101663,01-10-2025,Delhi,34,F,Instagram Ads,1
C101664,06-05-2025,Mumbai,35,M,Organic,0
C101665,24-04-2024,Mumbai,22,F,Influencer,0
C101666,08-11-2025,Pune,34,F,Instagram Ads,0
C101667,07-09-2025,Pune,29,M,Instagram Ads,0
C101668,05-07-2025,Delhi,36,F,Referral,0
C101669,03-05-2025,Chennai,30,F,Instagram Ads,1
C101670,05-11-2024,Delhi,34,M,Organic,0
C101671,20-04-2025,Mumbai,35,F,Instagram Ads,0
C101672,25-05-2025,Delhi,36,F,Instagram Ads,0
C101673,12-02-2025,Pune,25,F,Referral,1
C101674,28-09-2024,Hyderabad,50,M,Influencer,0
C101675,01-09-2024,Mumbai,33,M,Organic,0
C101676,13-02-2024,Hyderabad,36,Other,Influencer,0
C101677,30-09-2024,Delhi,31,F,Google Ads,0
C101678,03-02-2025,Mumbai,22,F,Influencer,1
C101679,27-04-2024,Mumbai,37,M,Google Ads,0
C101680,11-09-2024,Delhi,33,M,Influencer,0
C101681,21-01-2025,Pune,38,F,Referral,0
C101682,22-09-2025,Bengaluru,25,M,Google Ads,1
C101683,15-10-2024,Mumbai,28,Other,Google Ads,0
C101684,22-12-2025,Delhi,33,M,Referral,0
C101685,10-03-2024,Delhi,31,M,Instagram Ads,1
C101686,26-07-2025,Mumbai,28,M,Offline Banner,0
