date,channel,city,spend_inr,impressions,clicks
18-08-2024,Instagram Ads,Hyderabad,1514.83,73016,1431
18-08-2024,Instagram Ads,Pune,1138.39,59547,797
18-08-2024,Instagram Ads,Chennai,907.64,39355,647
18-08-2024,Google Ads,Delhi,2537.19,118732,1631
18-08-2024,Google Ads,Mumbai,1837.19,85565,2479
18-08-2024,Google Ads,Bengaluru,2418.62,98599,1928
18-08-2024,Google Ads,Hyderabad,1518.16,55522,1985
18-08-2024,Google Ads,Pune,923.29,33626,969
18-08-2024,Google Ads,Chennai,893.66,30737,735
18-08-2024,Referral,Delhi,656.21,26970,800
18-08-2024,Referral,Mumbai,563.68,18029,657
18-08-2024,Referral,Bengaluru,385.9,16136,255
18-08-2024,Referral,Hyderabad,342.84,9979,308
18-08-2024,Referral,Pune,320.12,9944,302
18-08-2024,Referral,Chennai,165.34,8845,159
18-08-2024,Influencer,Delhi,2024.72,72559,2798
18-08-2024,Influencer,Mumbai,1642.91,73982,1171
18-08-2024,Influencer,Bengaluru,1133.07,61947,1184
18-08-2024,Influencer,Hyderabad,832.32,30693,1020
18-08-2024,Influencer,Pune,809.12,36151,595
18-08-2024,Influencer,Chennai,511.36,19258,630
18-08-2024,Offline Banner,Delhi,1709.66,65279,1822
18-08-2024,Offline Banner,Mumbai,1595.98,60935,1573
18-08-2024,Offline Banner,Bengaluru,1409.57,59495,847
18-08-2024,Offline Banner,Hyderabad,672.35,30966,618
18-08-2024,Offline Banner,Pune,919.28,49609,643
18-08-2024,Offline Banner,Chennai,601.59,30115,785
19-08-2024,Instagram Ads,Delhi,1894.61,64894,1207
19-08-2024,Instagram Ads,Mumbai,1513.02,59389,1880
19-08-2024,Instagram Ads,Bengaluru,1490.14,75395,1661
19-08-2024,Instagram Ads,Hyderabad,1162.09,56919,1130
19-08-2024,Instagram Ads,Pune,939.73,29712,1155
19-08-2024,Instagram Ads,Chennai,751.39,27914,706
19-08-2024,Google Ads,Delhi,2408.42,69131,1461
19-08-2024,Google Ads,Mumbai,1498.29,81051,1564
19-08-2024,Google Ads,Bengaluru,1951.02,57267,1934
19-08-2024,Google Ads,Hyderabad,1113.72,32192,796
19-08-2024,Google Ads,Pune,1103.68,47435,1337
19-08-2024,Google Ads,Chennai,570.02,18567,413
19-08-2024,Referral,Delhi,527.28,15501,682
19-08-2024,Referral,Mumbai,341.75,16997,218
19-08-2024,Referral,Bengaluru,389.12,20660,449
19-08-2024,Referral,Hyderabad,256.24,7584,196
19-08-2024,Referral,Pune,178.22,6664,139
19-08-2024,Referral,Chennai,140.64,7297,141
19-08-2024,Influencer,Delhi,1331.01,45543,955
19-08-2024,Influencer,Mumbai,1138.15,50072,1087
19-08-2024,Influencer,Bengaluru,1100.83,40145,1328
19-08-2024,Influencer,Hyderabad,768.96,36353,712
19-08-2024,Influencer,Pune,785.43,22819,1018
19-08-2024,Influencer,Chennai,576.84,31066,724
19-08-2024,Offline Banner,Delhi,1302.24,56163,1127
19-08-2024,Offline Banner,Mumbai,1462.9,68387,1096
19-08-2024,Offline Banner,Bengaluru,1076.39,33371,922
19-08-2024,Offline Banner,Hyderabad,506.49,25193,406
19-08-2024,Offline Banner,Pune,640.34,32342,764
19-08-2024,Offline Banner,Chennai,364.33,13984,374
20-08-2024,Instagram Ads,Delhi,2611.06,105580,2032
20-08-2024,Instagram Ads,Mumbai,1888.65,55605,1151
20-08-2024,Instagram Ads,Bengaluru,1721.78,87262,1901
20-08-2024,Instagram Ads,Hyderabad,1056.39,50288,1363
20-08-2024,Instagram Ads,Pune,836.49,37623,573
20-08-2024,Instagram Ads,Chennai,615.43,28847,645
20-08-2024,Google Ads,Delhi,2491.62,117947,2677
20-08-2024,Google Ads,Mumbai,1487.22,60266,1133
20-08-2024,Google Ads,Bengaluru,1277.59,60200,1237
20-08-2024,Google Ads,Hyderabad,998.34,39564,1274
20-08-2024,Google Ads,Pune,1086.44,41222,1008
20-08-2024,Google Ads,Chennai,703.31,29411,557
20-08-2024,Referral,Delhi,544.43,20499,691
20-08-2024,Referral,Mumbai,384.11,18403,324
20-08-2024,Referral,Bengaluru,307.19,8846,260
20-08-2024,Referral,Hyderabad,188.87,8033,218
20-08-2024,Referral,Pune,220.27,8346,296
20-08-2024,Referral,Chennai,172.43,7609,198
20-08-2024,Influencer,Delhi,1636.17,56844,1589
20-08-2024,Influencer,Mumbai,1377.71,67234,1016
20-08-2024,Influencer,Bengaluru,980.45,38724,715
20-08-2024,Influencer,Hyderabad,813.36,36276,1071
20-08-2024,Influencer,Pune,570.64,26649,768
20-08-2024,Influencer,Chennai,500.01,15790,394
20-08-2024,Offline Banner,Delhi,1149.43,60797,1254
20-08-2024,Offline Banner,Mumbai,1140.84,40289,1191
20-08-2024,Offline Banner,Bengaluru,1187.16,40218,1608
20-08-2024,Offline Banner,Hyderabad,535.44,18062,492
20-08-2024,Offline Banner,Pune,645.59,19299,689
20-08-2024,Offline Banner,Chennai,429.38,13341,442
21-08-2024,Instagram Ads,Delhi,2228.89,66544,3004
21-08-2024,Instagram Ads,Mumbai,1500.37,55957,1493
21-08-2024,Instagram Ads,Bengaluru,1416.99,72956,929
21-08-2024,Instagram Ads,Hyderabad,1006.8,53889,925
21-08-2024,Instagram Ads,Pune,678.2,35903,947
21-08-2024,Instagram Ads,Chennai,851.71,37512,862
21-08-2024,Google Ads,Delhi,2058.91,95223,1618
21-08-2024,Google Ads,Mumbai,1498.16,80633,1323
21-08-2024,Google Ads,Bengaluru,1415.92,51827,1432
21-08-2024,Google Ads,Hyderabad,854.35,26168,524
21-08-2024,Google Ads,Pune,983.78,51700,1070
21-08-2024,Google Ads,Chennai,738.85,25973,922
21-08-2024,Referral,Delhi,448.81,22319,527
21-08-2024,Referral,Mumbai,345.72,16682,456
21-08-2024,Referral,Bengaluru,442.1,21060,593
21-08-2024,Referral,Hyderabad,228.28,11863,153
21-08-2024,Referral,Pune,158.21,6621,198
21-08-2024,Referral,Chennai,156.77,4742,111
21-08-2024,Influencer,Delhi,1659.11,57673,1055
21-08-2024,Influencer,Mumbai,1073.31,56452,652
21-08-2024,Influencer,Bengaluru,1196.58,41027,1039
21-08-2024,Influencer,Hyderabad,661.31,27320,515
21-08-2024,Influencer,Pune,526.11,18522,651
21-08-2024,Influencer,Chennai,434.3,20199,519
21-08-2024,Offline Banner,Delhi,1442.76,46010,1751
21-08-2024,Offline Banner,Mumbai,1325.47,52512,1488
21-08-2024,Offline Banner,Bengaluru,1298.32,52110,1465
21-08-2024,Offline Banner,Hyderabad,726.44,24842,912
21-08-2024,Offline Banner,Pune,724.85,32083,607
21-08-2024,Offline Banner,Chennai,522.45,25460,387
22-08-2024,Instagram Ads,Delhi,2327.95,122440,2129
22-08-2024,Instagram Ads,Mumbai,1903.96,104567,2617
22-08-2024,Instagram Ads,Bengaluru,1593.03,74978,2171
22-08-2024,Instagram Ads,Hyderabad,891.12,39794,937
22-08-2024,Instagram Ads,Pune,781.89,22069,1076
22-08-2024,Instagram Ads,Chennai,894.34,41511,819
22-08-2024,Google Ads,Delhi,2482.02,86927,2182
22-08-2024,Google Ads,Mumbai,2101.75,89374,1970
22-08-2024,Google Ads,Bengaluru,1789.46,86325,2443
22-08-2024,Google Ads,Hyderabad,831.24,36134,1067
22-08-2024,Google Ads,Pune,773.4,27862,959
22-08-2024,Google Ads,Chennai,870.42,38098,1152
22-08-2024,Referral,Delhi,415.52,20072,312
22-08-2024,Referral,Mumbai,499.82,21115,689
22-08-2024,Referral,Bengaluru,329.35,13236,411
22-08-2024,Referral,Hyderabad,176.7,8406,111
22-08-2024,Referral,Pune,184.91,6396,131
22-08-2024,Referral,Chennai,148.99,4952,134
22-08-2024,Influencer,Delhi,1228.27,64671,1014
22-08-2024,Influencer,Mumbai,1530.72,83116,1952
22-08-2024,Influencer,Bengaluru,1305.29,55748,1307
22-08-2024,Influencer,Hyderabad,745.32,22736,544
22-08-2024,Influencer,Pune,484.86,17098,464
22-08-2024,Influencer,Chennai,622.86,33644,762
22-08-2024,Offline Banner,Delhi,1078.44,47362,1418
22-08-2024,Offline Banner,Mumbai,1355.41,64331,919
22-08-2024,Offline Banner,Bengaluru,1041.2,50449,853
22-08-2024,Offline Banner,Hyderabad,537.31,20586,440
22-08-2024,Offline Banner,Pune,609.7,21815,816
22-08-2024,Offline Banner,Chennai,509.73,22989,605
23-08-2024,Instagram Ads,Delhi,1954.04,76589,2027
23-08-2024,Instagram Ads,Mumbai,1371.07,41607,843
23-08-2024,Instagram Ads,Bengaluru,2006.67,74750,1267
23-08-2024,Instagram Ads,Hyderabad,1176.03,45200,1285
23-08-2024,Instagram Ads,Pune,945.61,42086,1215
23-08-2024,Instagram Ads,Chennai,773.72,40797,689
23-08-2024,Google Ads,Delhi,1973.09,95508,1873
23-08-2024,Google Ads,Mumbai,1736.8,64403,2308
23-08-2024,Google Ads,Bengaluru,1543.11,77299,1436
23-08-2024,Google Ads,Hyderabad,1136.38,58435,1259
23-08-2024,Google Ads,Pune,1008.82,45773,833
23-08-2024,Google Ads,Chennai,734.52,24861,762
23-08-2024,Referral,Delhi,419.52,11883,488
23-08-2024,Referral,Mumbai,356.82,18885,435
23-08-2024,Referral,Bengaluru,365.4,19753,434
23-08-2024,Referral,Hyderabad,280.83,13202,277
23-08-2024,Referral,Pune,238.05,9452,245
23-08-2024,Referral,Chennai,210.44,10082,281
23-08-2024,Influencer,Delhi,1400.04,61611,1373
23-08-2024,Influencer,Mumbai,1375.04,43207,1610
23-08-2024,Influencer,Bengaluru,1189.86,38013,1502
23-08-2024,Influencer,Hyderabad,589.58,23624,818
23-08-2024,Influencer,Pune,779.11,36705,681
23-08-2024,Influencer,Chennai,562.62,28862,720
23-08-2024,Offline Banner,Delhi,1343.84,38803,978
23-08-2024,Offline Banner,Mumbai,1184.08,57334,1461
23-08-2024,Offline Banner,Bengaluru,1026.36,31365,997
23-08-2024,Offline Banner,Hyderabad,772.3,25500,683
23-08-2024,Offline Banner,Pune,500.25,26682,426
23-08-2024,Offline Banner,Chennai,417.58,17690,550
24-08-2024,Instagram Ads,Delhi,3155.31,116793,4390
24-08-2024,Instagram Ads,Mumbai,2302.07,114527,1661
24-08-2024,Instagram Ads,Bengaluru,1836.92,89746,2415
24-08-2024,Instagram Ads,Hyderabad,1226.12,60571,1329
24-08-2024,Instagram Ads,Pune,969.12,44314,651
24-08-2024,Instagram Ads,Chennai,845.67,34460,802
24-08-2024,Google Ads,Delhi,2503.58,86628,3451
24-08-2024,Google Ads,Mumbai,2430.15,79073,2399
24-08-2024,Google Ads,Bengaluru,2348.1,77795,1970
24-08-2024,Google Ads,Hyderabad,1448.61,62678,1967
24-08-2024,Google Ads,Pune,1424.54,56166,1607
24-08-2024,Google Ads,Chennai,892.79,29899,614
24-08-2024,Referral,Delhi,637.63,31596,710
24-08-2024,Referral,Mumbai,599.06,17589,571
24-08-2024,Referral,Bengaluru,356.1,17586,384
24-08-2024,Referral,Hyderabad,232.3,8505,156
24-08-2024,Referral,Pune,261.81,11127,333
24-08-2024,Referral,Chennai,242.59,9297,157
24-08-2024,Influencer,Delhi,2205.78,98938,3044
24-08-2024,Influencer,Mumbai,1224.56,56276,888
24-08-2024,Influencer,Bengaluru,1444.54,47336,1325
24-08-2024,Influencer,Hyderabad,793.08,32214,525
24-08-2024,Influencer,Pune,616.65,32138,750
24-08-2024,Influencer,Chennai,592.17,16868,554
24-08-2024,Offline Banner,Delhi,1537.4,64988,1034
24-08-2024,Offline Banner,Mumbai,1487.79,59989,1694
24-08-2024,Offline Banner,Bengaluru,1107.82,39100,882
24-08-2024,Offline Banner,Hyderabad,970.74,47387,965
24-08-2024,Offline Banner,Pune,589.98,30975,496
24-08-2024,Offline Banner,Chennai,568.67,31243,532
25-08-2024,Instagram Ads,Delhi,3269.01,128900,1981
25-08-2024,Instagram Ads,Mumbai,2188.74,83118,2235
25-08-2024,Instagram Ads,Bengaluru,1798.74,53560,1092
25-08-2024,Instagram Ads,Hyderabad,1192.54,60610,936
25-08-2024,Instagram Ads,Pune,1047.55,32928,895
25-08-2024,Instagram Ads,Chennai,1021.46,39910,1077
25-08-2024,Google Ads,Delhi,2939.33,87370,2556
25-08-2024,Google Ads,Mumbai,2845.74,86948,2780
25-08-2024,Google Ads,Bengaluru,2594.39,113453,3180
25-08-2024,Google Ads,Hyderabad,1210.86,48639,998
25-08-2024,Google Ads,Pune,1222.92,40816,1210
25-08-2024,Google Ads,Chennai,1171.05,48832,1625
25-08-2024,Referral,Delhi,746.48,34877,825
25-08-2024,Referral,Mumbai,600.24,32725,440
25-08-2024,Referral,Bengaluru,526.73,22906,504
25-08-2024,Referral,Hyderabad,309.79,13381,379
25-08-2024,Referral,Pune,256.19,9668,299
25-08-2024,Referral,Chennai,236.39,12704,168
25-08-2024,Influencer,Delhi,2087.77,102539,2118
25-08-2024,Influencer,Mumbai,1887.53,94185,2204
25-08-2024,Influencer,Bengaluru,1816.65,94154,1538
25-08-2024,Influencer,Hyderabad,877.83,27814,1179
25-08-2024,Influencer,Pune,747.31,28438,958
25-08-2024,Influencer,Chennai,763.41,21903,1024
25-08-2024,Offline Banner,Delhi,1587.45,50209,1264
25-08-2024,Offline Banner,Mumbai,1297.84,58050,1275
25-08-2024,Offline Banner,Bengaluru,1064.27,42195,640
25-08-2024,Offline Banner,Hyderabad,631.96,28133,409
25-08-2024,Offline Banner,Pune,759.66,24482,831
25-08-2024,Offline Banner,Chennai,519.28,15678,600
26-08-2024,Instagram Ads,Delhi,2286.05,70069,1856
26-08-2024,Instagram Ads,Mumbai,1942.91,57277,1228
26-08-2024,Instagram Ads,Bengaluru,1264.74,38848,1402
26-08-2024,Instagram Ads,Hyderabad,850.71,37251,879
26-08-2024,Instagram Ads,Pune,713.91,21931,925
26-08-2024,Instagram Ads,Chennai,618.98,19592,748
26-08-2024,Google Ads,Delhi,2384.65,79819,2320
26-08-2024,Google Ads,Mumbai,2161.88,72217,2767
26-08-2024,Google Ads,Bengaluru,1682.9,69261,2041
26-08-2024,Google Ads,Hyderabad,1209.04,45326,1170
26-08-2024,Google Ads,Pune,888.93,33891,1154
26-08-2024,Google Ads,Chennai,618.84,27557,454
26-08-2024,Referral,Delhi,440.31,19546,458
26-08-2024,Referral,Mumbai,396.89,11840,436
26-08-2024,Referral,Bengaluru,299.28,8738,373
26-08-2024,Referral,Hyderabad,255.63,13994,262
26-08-2024,Referral,Pune,239.28,11823,246
26-08-2024,Referral,Chennai,162.36,8671,127
26-08-2024,Influencer,Delhi,1327.77,69344,1661
26-08-2024,Influencer,Mumbai,1317.62,55277,1720
26-08-2024,Influencer,Bengaluru,1237.44,51070,969
26-08-2024,Influencer,Hyderabad,655.76,23127,895
26-08-2024,Influencer,Pune,529.05,22415,577
26-08-2024,Influencer,Chennai,520.55,25806,388
26-08-2024,Offline Banner,Delhi,1383.86,58326,1356
26-08-2024,Offline Banner,Mumbai,1106.1,45861,1071
26-08-2024,Offline Banner,Bengaluru,1163.28,58487,1209
26-08-2024,Offline Banner,Hyderabad,626.27,24253,743
26-08-2024,Offline Banner,Pune,626.15,27355,710
26-08-2024,Offline Banner,Chennai,480.38,17336,592
27-08-2024,Instagram Ads,Delhi,1804.19,72586,2247
27-08-2024,Instagram Ads,Mumbai,2076.05,62417,1430
27-08-2024,Instagram Ads,Bengaluru,1244.51,50506,1447
27-08-2024,Instagram Ads,Hyderabad,744.74,27869,687
27-08-2024,Instagram Ads,Pune,903.59,29119,550
27-08-2024,Instagram Ads,Chennai,863.63,41045,1052
27-08-2024,Google Ads,Delhi,2300.92,74743,1392
27-08-2024,Google Ads,Mumbai,1730.72,69676,2300
27-08-2024,Google Ads,Bengaluru,1352.11,47900,871
27-08-2024,Google Ads,Hyderabad,1126.09,47186,1079
27-08-2024,Google Ads,Pune,1076.45,48373,944
27-08-2024,Google Ads,Chennai,574.87,18348,740
27-08-2024,Referral,Delhi,424.73,21413,284
27-08-2024,Referral,Mumbai,362.17,13016,341
27-08-2024,Referral,Bengaluru,468.11,20032,354
27-08-2024,Referral,Hyderabad,207.83,11033,149
27-08-2024,Referral,Pune,185.22,7391,192
27-08-2024,Referral,Chennai,208.1,7287,148
27-08-2024,Influencer,Delhi,1471.15,59034,1252
27-08-2024,Influencer,Mumbai,1460.56,57380,1659
27-08-2024,Influencer,Bengaluru,1025.28,50083,763
27-08-2024,Influencer,Hyderabad,684.06,19419,860
27-08-2024,Influencer,Pune,592.62,17354,619
27-08-2024,Influencer,Chennai,465.56,24354,498
27-08-2024,Offline Banner,Delhi,1111.2,57235,1077
27-08-2024,Offline Banner,Mumbai,1030.92,51347,995
27-08-2024,Offline Banner,Bengaluru,807.96,34112,522
27-08-2024,Offline Banner,Hyderabad,720.27,32147,584
27-08-2024,Offline Banner,Pune,657.8,18641,705
27-08-2024,Offline Banner,Chennai,376.3,16163,278
28-08-2024,Instagram Ads,Delhi,2274.98,94429,2439
28-08-2024,Instagram Ads,Mumbai,1806.95,81711,2219
28-08-2024,Instagram Ads,Bengaluru,1782.42,64565,1578
28-08-2024,Instagram Ads,Hyderabad,763.58,29614,913
28-08-2024,Instagram Ads,Pune,693.48,36295,743
28-08-2024,Instagram Ads,Chennai,579.94,25575,421
28-08-2024,Google Ads,Delhi,2006.18,108694,1399
28-08-2024,Google Ads,Mumbai,1567.76,70146,950
28-08-2024,Google Ads,Bengaluru,1635.89,67926,1954
28-08-2024,Google Ads,Hyderabad,1084.26,34277,818
28-08-2024,Google Ads,Pune,1020.15,38656,1097
28-08-2024,Google Ads,Chennai,572.19,29467,469
28-08-2024,Referral,Delhi,585.58,19342,389
28-08-2024,Referral,Mumbai,501.84,23217,375
28-08-2024,Referral,Bengaluru,291.17,13718,339
28-08-2024,Referral,Hyderabad,201,5887,233
28-08-2024,Referral,Pune,248.36,8268,199
28-08-2024,Referral,Chennai,155.24,4368,109
28-08-2024,Influencer,Delhi,1303.68,62978,1591
28-08-2024,Influencer,Mumbai,1061.39,47171,726
28-08-2024,Influencer,Bengaluru,1088.84,56901,1125
28-08-2024,Influencer,Hyderabad,558.26,23233,495
28-08-2024,Influencer,Pune,742.61,37033,546
28-08-2024,Influencer,Chennai,527.26,19667,658
28-08-2024,Offline Banner,Delhi,1167.6,63853,1145
28-08-2024,Offline Banner,Mumbai,1284.51,60963,1565
28-08-2024,Offline Banner,Bengaluru,953.92,42259,810
28-08-2024,Offline Banner,Hyderabad,560.65,17641,426
28-08-2024,Offline Banner,Pune,452.67,15249,564
28-08-2024,Offline Banner,Chennai,435.85,13778,602
29-08-2024,Instagram Ads,Delhi,2112.64,99365,1352
29-08-2024,Instagram Ads,Mumbai,1899.12,104374,1920
29-08-2024,Instagram Ads,Bengaluru,1881.48,101015,1330
29-08-2024,Instagram Ads,Hyderabad,926.7,45435,738
29-08-2024,Instagram Ads,Pune,865.77,26047,663
29-08-2024,Instagram Ads,Chennai,872.64,25334,903
29-08-2024,Google Ads,Delhi,2107.17,72540,2197
29-08-2024,Google Ads,Mumbai,1902.82,75832,2424
29-08-2024,Google Ads,Bengaluru,1376.14,38793,840
29-08-2024,Google Ads,Hyderabad,885.72,25060,811
29-08-2024,Google Ads,Pune,803.66,39353,817
29-08-2024,Google Ads,Chennai,877.56,45544,679
29-08-2024,Referral,Delhi,593.99,20842,507
29-08-2024,Referral,Mumbai,445.9,15153,280
29-08-2024,Referral,Bengaluru,388.55,13917,261
29-08-2024,Referral,Hyderabad,225.2,6568,247
29-08-2024,Referral,Pune,223.19,11108,307
29-08-2024,Referral,Chennai,139.08,5587,121
29-08-2024,Influencer,Delhi,1686.46,81557,1498
29-08-2024,Influencer,Mumbai,1393.66,49049,1557
29-08-2024,Influencer,Bengaluru,1290.9,44910,1318
29-08-2024,Influencer,Hyderabad,654.71,21537,634
29-08-2024,Influencer,Pune,482.93,14798,411
29-08-2024,Influencer,Chennai,634.43,26981,572
29-08-2024,Offline Banner,Delhi,1720.11,86356,1918
29-08-2024,Offline Banner,Mumbai,1078.88,55445,725
29-08-2024,Offline Banner,Bengaluru,1331.91,60729,880
29-08-2024,Offline Banner,Hyderabad,560.61,30295,771
29-08-2024,Offline Banner,Pune,445.21,23023,320
29-08-2024,Offline Banner,Chennai,394.25,12629,258
30-08-2024,Instagram Ads,Delhi,1841.93,85393,2024
30-08-2024,Instagram Ads,Mumbai,1404.15,64670,1030
30-08-2024,Instagram Ads,Bengaluru,1912.28,59961,1702
30-08-2024,Instagram Ads,Hyderabad,987.55,52791,1096
30-08-2024,Instagram Ads,Pune,718.33,29192,730
30-08-2024,Instagram Ads,Chennai,624.77,27969,735
30-08-2024,Google Ads,Delhi,2404.3,106576,2054
30-08-2024,Google Ads,Mumbai,2143.01,107770,1687
30-08-2024,Google Ads,Bengaluru,1347.01,50717,1168
30-08-2024,Google Ads,Hyderabad,828.54,43069,601
30-08-2024,Google Ads,Pune,1123.97,34514,1526
30-08-2024,Google Ads,Chennai,633.15,29443,705
30-08-2024,Referral,Delhi,560.5,22887,454
30-08-2024,Referral,Mumbai,514.53,26556,309
30-08-2024,Referral,Bengaluru,447.36,21853,569
30-08-2024,Referral,Hyderabad,266.08,9447,293
30-08-2024,Referral,Pune,243.65,9638,254
30-08-2024,Referral,Chennai,209.58,10207,185
30-08-2024,Influencer,Delhi,1883.08,56972,1723
30-08-2024,Influencer,Mumbai,1220.91,63210,1605
30-08-2024,Influencer,Bengaluru,988.94,53698,603
30-08-2024,Influencer,Hyderabad,774.17,34069,552
30-08-2024,Influencer,Pune,485.55,17286,359
30-08-2024,Influencer,Chennai,597.58,20144,415
30-08-2024,Offline Banner,Delhi,1449.92,53987,1248
30-08-2024,Offline Banner,Mumbai,1412.17,59732,1770
30-08-2024,Offline Banner,Bengaluru,1229.71,35821,1582
30-08-2024,Offline Banner,Hyderabad,738.72,26144,528
30-08-2024,Offline Banner,Pune,640.72,26921,496
30-08-2024,Offline Banner,Chennai,425.54,21902,491
31-08-2024,Instagram Ads,Delhi,2434.79,120995,2275
31-08-2024,Instagram Ads,Mumbai,2254.14,79344,1749
31-08-2024,Instagram Ads,Bengaluru,1780.74,77303,1089
31-08-2024,Instagram Ads,Hyderabad,1227.28,48475,785
31-08-2024,Instagram Ads,Pune,899.17,46174,720
31-08-2024,Instagram Ads,Chennai,1061.99,55771,683
31-08-2024,Google Ads,Delhi,2590.78,126364,1886
31-08-2024,Google Ads,Mumbai,2349.14,111559,2467
31-08-2024,Google Ads,Bengaluru,1620.33,80997,1577
31-08-2024,Google Ads,Hyderabad,1089.75,48772,922
31-08-2024,Google Ads,Pune,1157.25,52181,1382
31-08-2024,Google Ads,Chennai,710.62,33366,970
31-08-2024,Referral,Delhi,570.55,27664,680
31-08-2024,Referral,Mumbai,546.4,18058,638
31-08-2024,Referral,Bengaluru,428.37,17004,301
31-08-2024,Referral,Hyderabad,292.44,14161,265
31-08-2024,Referral,Pune,214.69,6826,165
31-08-2024,Referral,Chennai,221.17,9280,227
31-08-2024,Influencer,Delhi,2058.78,71504,1454
31-08-2024,Influencer,Mumbai,1808.26,87593,2014
31-08-2024,Influencer,Bengaluru,1267.08,68561,1453
31-08-2024,Influencer,Hyderabad,1065.75,42827,1012
31-08-2024,Influencer,Pune,665.7,30116,746
31-08-2024,Influencer,Chennai,695.07,24013,886
31-08-2024,Offline Banner,Delhi,1563.17,72704,998
31-08-2024,Offline Banner,Mumbai,1511.38,55255,1589
31-08-2024,Offline Banner,Bengaluru,1610.41,85772,1872
31-08-2024,Offline Banner,Hyderabad,826.18,38041,1146
31-08-2024,Offline Banner,Pune,779.9,42292,839
31-08-2024,Offline Banner,Chennai,604.74,29670,415
01-09-2024,Instagram Ads,Delhi,2385.27,96022,2211
01-09-2024,Instagram Ads,Mumbai,2625.63,78474,2950
01-09-2024,Instagram Ads,Bengaluru,2207.49,65056,1669
01-09-2024,Instagram Ads,Hyderabad,1016.48,49713,1395
01-09-2024,Instagram Ads,Pune,887.68,31929,879
01-09-2024,Instagram Ads,Chennai,747.92,21019,752
01-09-2024,Google Ads,Delhi,2927.58,132976,3233
01-09-2024,Google Ads,Mumbai,2632.95,74232,3616
01-09-2024,Google Ads,Bengaluru,1604.16,69661,1996
01-09-2024,Google Ads,Hyderabad,1270.51,51700,851
01-09-2024,Google Ads,Pune,1354.13,62216,1870
01-09-2024,Google Ads,Chennai,708.34,36720,449
01-09-2024,Referral,Delhi,502.98,26689,462
01-09-2024,Referral,Mumbai,427.88,12662,559
01-09-2024,Referral,Bengaluru,410.43,15397,528
01-09-2024,Referral,Hyderabad,266.98,14176,323
01-09-2024,Referral,Pune,257.91,10636,270
01-09-2024,Referral,Chennai,160.5,5225,99
01-09-2024,Influencer,Delhi,1519.01,62100,2023
01-09-2024,Influencer,Mumbai,1427.03,59839,1630
01-09-2024,Influencer,Bengaluru,1662.49,76813,1349
01-09-2024,Influencer,Hyderabad,760.36,39316,645
01-09-2024,Influencer,Pune,809.32,43092,800
01-09-2024,Influencer,Chennai,673.52,32590,693
01-09-2024,Offline Banner,Delhi,1559.74,59391,1289
01-09-2024,Offline Banner,Mumbai,1371.02,50019,1134
01-09-2024,Offline Banner,Bengaluru,1395.53,48555,853
01-09-2024,Offline Banner,Hyderabad,690.1,24515,933
01-09-2024,Offline Banner,Pune,732.21,30362,928
01-09-2024,Offline Banner,Chennai,536.31,24002,428
02-09-2024,Instagram Ads,Delhi,1934.15,76284,1996
02-09-2024,Instagram Ads,Mumbai,1381.41,50801,1141
02-09-2024,Instagram Ads,Bengaluru,1525.92,82760,1784
02-09-2024,Instagram Ads,Hyderabad,781.42,27107,640
02-09-2024,Instagram Ads,Pune,959.22,28289,1017
02-09-2024,Instagram Ads,Chennai,673.35,20029,490
02-09-2024,Google Ads,Delhi,1832.56,75138,1103
02-09-2024,Google Ads,Mumbai,1448.63,54646,1044
02-09-2024,Google Ads,Bengaluru,1794.1,86656,1926
02-09-2024,Google Ads,Hyderabad,895.64,44757,1252
02-09-2024,Google Ads,Pune,948.88,26930,759
02-09-2024,Google Ads,Chennai,804.08,26475,822
02-09-2024,Referral,Delhi,383.88,15804,325
02-09-2024,Referral,Mumbai,400.45,16828,467
02-09-2024,Referral,Bengaluru,431.25,23519,261
02-09-2024,Referral,Hyderabad,171.62,7456,171
02-09-2024,Referral,Pune,156.26,7867,106
02-09-2024,Referral,Chennai,144.62,6204,139
02-09-2024,Influencer,Delhi,1848.61,56589,2004
02-09-2024,Influencer,Mumbai,1232.92,48976,1713
02-09-2024,Influencer,Bengaluru,939.82,27001,1164
02-09-2024,Influencer,Hyderabad,781.53,31586,1026
02-09-2024,Influencer,Pune,604.4,17051,417
02-09-2024,Influencer,Chennai,643.97,26371,583
02-09-2024,Offline Banner,Delhi,1400.04,66308,1418
02-09-2024,Offline Banner,Mumbai,1338.18,55605,1129
02-09-2024,Offline Banner,Bengaluru,1163.36,55942,1084
02-09-2024,Offline Banner,Hyderabad,717.45,20270,811
02-09-2024,Offline Banner,Pune,508.06,18710,637
02-09-2024,Offline Banner,Chennai,599.89,17331,499
03-09-2024,Instagram Ads,Delhi,2147.99,83951,2935
03-09-2024,Instagram Ads,Mumbai,1863.32,63759,1612
03-09-2024,Instagram Ads,Bengaluru,1696.37,50415,2155
03-09-2024,Instagram Ads,Hyderabad,1057.17,45671,701
03-09-2024,Instagram Ads,Pune,708.03,23140,723
03-09-2024,Instagram Ads,Chennai,850.14,26133,625
03-09-2024,Google Ads,Delhi,1900.21,57868,1920
03-09-2024,Google Ads,Mumbai,1452.24,52206,1308
03-09-2024,Google Ads,Bengaluru,1469.54,54504,1305
03-09-2024,Google Ads,Hyderabad,992.44,36330,1090
03-09-2024,Google Ads,Pune,942.14,34372,1202
03-09-2024,Google Ads,Chennai,680.7,36430,791
