order_id,customer_id,order_date,city,payment_mode,delivery_minutes,delivery_rating,discount_pct,order_status
O721084,C105078,03-08-2025,Delhi,Card,20,,0,Delivered
O701020,C100235,12-12-2025,Mumbai,UPI,28.4,4,5,Delivered
O710916,C102649,01-10-2024,Mumbai,COD,41.2,2.5,20,Delivered
O708007,C101949,27-11-2024,Pune,UPI,25,5,10,Delivered
O704503,C101092,02-09-2025,Mumbai,UPI,,4.5,15,Delivered
O700991,C100229,09-08-2025,Delhi,Card,21.7,5,0,Delivered
O719947,C104825,05-10-2025,Chennai,UPI,26.2,4,50,Delivered
O722755,C105494,14-11-2025,Pune,Card,15.6,5,0,Delivered
O715109,C103659,29-03-2025,Delhi,UPI,23.6,4,10,Delivered
O705978,C101458,01-03-2025,Delhi,Wallet,22.5,4,10,Delivered
O712161,C102937,05-08-2025,bengaluru,UPI,13.9,5,0,Delivered
O724385,C105921,29-11-2025,Delhi,UPI,23.6,3.5,5,Delivered
O700579,C100149,23-08-2025,Pune,UPI,26.8,4.5,30,Delivered
O714251,C103473,26-08-2025,Delhi,Card,16.7,4.5,15,Delivered
O707430,C101819,19-12-2025,Delhi,UPI,26.5,5,5,Delivered
O709875,C102390,12-08-2025,Delhi,Card,19.2,5,15,Delivered
O703329,C100848,20-10-2025,Mumbai,UPI,33.9,4,45,Delivered
O700055,C100012,21-11-2025,Mumbai,Card,38.6,3,10,Cancelled
O713695,C103341,20-05-2025,Bengaluru,UPI,24.5,4.5,10,Delivered
O706531,C101594,23-04-2025,Delhi,UPI,23.1,4,10,Delivered
O721994,C105323,15-02-2025,pune,UPI,22.5,5,5,Delivered
O706118,C101491,08-10-2025,Pune,UPI,16.1,5,10,Delivered
O701142,C100260,13-07-2025,Delhi,Wallet,9.5,5,5,Delivered
O701686,C100395,30-08-2025,Delhi,UPI,16.6,4.5,10,Delivered
O700537,C100136,30-03-2025,Delhi,UPI,19.9,4.5,20,Delivered
O705923,C101448,13-05-2025,Mumbai,UPI,16.2,5,20,Delivered
O702219,C100552,01-05-2025,Delhi,UPI,23.4,4.5,5,Delivered
O701041,C100239,02-09-2025,Bengaluru,Wallet,11.9,5,45,Delivered
O720141,C104879,14-03-2025,Mumbai,UPI,25.9,4.5,0,Delivered
O703120,C100792,03-12-2024,Mumbai,UPI,11.3,,20,Delivered
O711233,C102708,12-12-2025, Delhi ,Wallet,21.3,3,5,Delivered
O703597,C100905,06-10-2024,Delhi,UPI,16.8,,5,Delivered
O715841,C103850,14-04-2025,Mumbai,COD,19.1,4.5,10,Delivered
O700044,C100011,28-12-2024,Mumbai,UPI,18.1,4,10,Delivered
O705663,C101371,12-02-2025,Hyderabad,UPI,29.4,4,0,Returned
O701556,C100357,14-10-2024,Delhi,Wallet,15.2,4.5,5,Delivered
O722935,C105537,13-12-2025,Pune,Card,20.9,4.5,15,Delivered
O715931,C103867,21-05-2025,Bengaluru,UPI,29.4,4.5,0,Delivered
O715098,C103659,19-10-2024,Delhi,UPI,23.1,4.5,5,Cancelled
O707108,C101743,14-10-2025,Mumbai,Card,32.2,3,15,Delivered
O712541,C103036,17-05-2025,Delhi,UPI,19.7,4.5,5,Delivered
O706802,C101660,20-11-2025,Hyderabad,UPI,28.5,4.5,5,Delivered
O716283,C103941,04-06-2025,Pune,UPI,27.6,4,15,Delivered
O712284,C102976,08-09-2025,Hyderabad,Card,30.5,4.5,45,Delivered
O712748,C103085,19-10-2025,Hyderabad,Card,38.4,3,20,Delivered
O707975,C101943,19-10-2025,Hyderabad,COD,27.8,4.5,10,Delivered
O721480,C105168,09-10-2025,Bengaluru,UPI,37.7,2.5,20,Delivered
O706195,C101511,11-04-2025,MUMBAI,UPI,35.2,,0,Delivered
O720675,C104994,12-06-2025,Mumbai,UPI,20.1,5,10,Delivered
O712653,C103066,19-05-2025,Pune,UPI,23.7,4,10,Delivered
O721768,C105256,14-11-2025,Pune,UPI,25.3,3.5,0,Delivered
O707129,C101751,12-09-2025,Pune,UPI,17.9,4.5,5,Delivered
O713612,C103316,24-08-2025,Pune,UPI,18.5,5,15,Delivered
O715452,C103751,14-06-2025,Delhi,UPI,18.9,5,30,Delivered
O724525,C105952,05-10-2025,Mumbai,Card,26.7,3.5,45,Delivered
O721925,C105309,07-05-2025,Hyderabad,UPI,22.7,4.5,5,Delivered
O701907,C100449,13-07-2025,Bengaluru,UPI,10.2,5,0,Delivered
O707895,C101928,17-02-2025,Mumbai,UPI,29.9,4,5,Delivered
O709281,C102232,16-10-2024,Mumbai,UPI,22.3,5,40,Delivered
O707520,C101844,18-03-2025, Hyderabad ,UPI,471.7,4,10,Delivered
O707061,C101734,13-05-2025,Bengaluru,UPI,26.4,4,0,Cancelled
O718671,C104521,18-10-2025,Bengaluru,Wallet,30.2,4.5,20,Delivered
O715409,C103741,23-12-2025,Delhi,UPI,18.8,5,30,Delivered
O721487,C105170,24-07-2025,Mumbai,Card,20.4,4.5,15,Delivered
O722054,C105336,01-10-2024,Hyderabad,UPI,33.6,4,10,Delivered
O713961,C103399,27-11-2025,Delhi,Card,13.4,,15,Delivered
O722711,C105480,16-05-2025,Delhi,Wallet,16.1,5,25,Delivered
O703974,C100981,11-04-2025,Pune,UPI,25.1,,15,Delivered
O718517,C104479,30-03-2025,Delhi,COD,14.1,5,40,Delivered
O724644,C105974,26-08-2025,Delhi,UPI,11.8,4.5,5,Delivered
O709959,C102419,28-02-2025,Delhi,UPI,20.5,5,0,Delivered
O701058,C100243,26-07-2025,Mumbai,Card,30.1,3.5,15,Delivered
O703437,C100865,30-05-2024,Bengaluru,Card,22.8,5,10,Delivered
O709189,C102214,22-03-2025,Bengaluru,UPI,6.4,5,30,Delivered
O718327,C104432,04-08-2025,Pune,UPI,24.5,3.5,10,Delivered
O708744,C102113,25-07-2025,Bengaluru,UPI,26,4.5,0,Delivered
O712457,C103022,23-12-2025,Bengaluru,COD,30.4,3.5,0,Delivered
O705630,C101367,04-08-2025,Mumbai,UPI,18.8,,5,Delivered
O720216,C104891,29-05-2025,Delhi,Card,23.1,4.5,30,Delivered
O709357,C102249,13-11-2024,Delhi,UPI,11.3,5,10,Delivered
O708787,C102119,20-12-2025,Mumbai,Card,23.7,4,5,Returned
O700679,C100171,27-08-2025,Delhi,UPI,18,4.5,25,Delivered
O700221,C100045,10-08-2025,Delhi,UPI,19.6,5,10,Delivered
O720891,C105043,02-01-2025,Delhi,Card,12.9,5,0,Delivered
O713661,C103331,10-10-2024,Bengaluru,Card,29.2,3.5,45,Delivered
O724022,C105822,06-10-2025,Mumbai,UPI,31.5,2.5,15,Delivered
O702079,C100500,10-11-2025,Delhi,UPI,28.4,4.5,45,Delivered
O710938,C102654,01-04-2025,Delhi,COD,9.7,5,5,Delivered
O710623,C102572,17-11-2025,Delhi,UPI,26.6,3.5,15,Delivered
O701872,C100435,12-02-2025,Delhi,UPI,24.7,4,5,Delivered
O723824,C105783,10-06-2025, Bengaluru ,Card,26.8,3,25,Delivered
O703404,C100858,28-05-2025,Pune,COD,23.2,5,15,Delivered
O721172,C105097,08-10-2025,Mumbai,UPI,16.5,4.5,40,Delivered
O715781,C103833,01-11-2025, Delhi ,UPI,18,5,30,Delivered
O724718,C105989,07-09-2025,Mumbai,UPI,18.4,5,10,Delivered
O718380,C104443,25-07-2025,Delhi,UPI,20.6,4.5,5,Delivered
O724633,C105972,24-10-2024,Pune,UPI,30.5,,20,Delivered
O707353,C101804,09-02-2025,Pune,UPI,6.6,5,20,Delivered
O712288,C102976,23-11-2025,Hyderabad,UPI,29.6,3.5,35,Delivered
O709643,C102331,21-09-2025,Bengaluru,UPI,23.7,4,15,Delivered
O723935,C105801,27-10-2025,Mumbai,UPI,29,3.5,20,Delivered
O715593,C103783,29-06-2025,Delhi,UPI,19.8,5,0,Delivered
O702833,C100714,03-11-2025,Mumbai,UPI,30.7,3,15,Delivered
O711590,C102799,11-05-2025,Mumbai,UPI,9.2,5,5,Delivered
O714764,C103578,06-05-2025,Mumbai,UPI,30.7,3.5,30,Delivered
O714165,C103450,12-11-2025,Pune,COD,14.4,4.5,40,Delivered
O712658,C103067,22-01-2025,Mumbai,COD,26.4,4,20,Delivered
O717006,C104090,21-03-2025,Mumbai,COD,24.5,3,20,Delivered
O711545,C102787,18-03-2025,Chennai,UPI,32.1,3.5,5,Delivered
O704490,C101090,08-09-2025,Hyderabad,UPI,18.2,5,5,Delivered
O713029,C103163,13-08-2024,Bengaluru,COD,23.9,3.5,5,Delivered
O716054,C103889,30-01-2025,Pune,UPI,417.7,5,5,Delivered
O723702,C105742,29-07-2024,Delhi,COD,31.1,2.5,5,Delivered
O719707,C104761,17-08-2025,Mumbai,UPI,22.9,4.5,0,Returned
O715314,C103719,23-06-2024,Delhi,Card,11,,5,Delivered
O723153,C105602,15-12-2025,Chennai,Card,22.8,4.5,0,Delivered
O704991,C101203,23-09-2024, Delhi ,Card,10.2,4.5,0,Delivered
O719485,C104703,08-02-2025,Hyderabad,Card,35.9,3,0,Delivered
O707005,C101715,14-11-2025,Mumbai,Card,21.1,5,20,Delivered
O711433,C102756,24-07-2024,Pune,Card,11.7,5,10,Delivered
O714666,C103563,15-06-2025,Delhi,COD,22.5,5,10,Delivered
O710565,C102551,17-11-2025,Mumbai,Card,31.2,4,20,Delivered
O723003,C105561,28-06-2025,Hyderabad,Card,19.6,5,25,Delivered
O714992,C103638,05-08-2025,Delhi,UPI,16.5,5,20,Delivered
O724331,C105908,05-08-2024,Mumbai,UPI,20.1,,15,Delivered
O706980,C101705,07-10-2025,Delhi,UPI,34.8,3,10,Delivered
O713238,C103219,28-08-2025,Hyderabad,UPI,25.5,5,0,Delivered
O723150,C105601,19-10-2025,Delhi,Wallet,31.8,2.5,40,Delivered
O701804,C100421,22-03-2025,Delhi,UPI,6,5,0,Delivered
O719657,C104746,14-05-2025,Pune,UPI,22.1,4.5,0,Delivered
O706227,C101522,27-11-2025,Hyderabad,UPI,21.5,5,15,Delivered
O716059,C103889,09-06-2025,Pune,UPI,13.4,5,15,Delivered
O713950,C103396,07-10-2025,Delhi,Card,25,4.5,25,Cancelled
O719815,C104786,03-11-2025,Mumbai,UPI,27.8,3.5,10,Delivered
O700940,C100219,25-01-2025,Delhi,UPI,27.6,3.5,10,Delivered
O710485,C102527,06-12-2025,Delhi,UPI,21.1,,25,Delivered
O702499,C100627,18-10-2025,Mumbai,UPI,27.8,4,15,Cancelled
O717740,C104277,05-11-2024,Bengaluru,UPI,36.8,2.5,20,Delivered
O723746,C105761,05-10-2024,Delhi,Wallet,25.5,3.5,25,Delivered
O722653,C105469,23-10-2025,Delhi,Wallet,20.7,4.5,40,Delivered
O703259,C100822,26-10-2025,Hyderabad,COD,31,,0,Delivered
O720115,C104870,28-12-2024,Delhi,UPI,23.7,4.5,0,Delivered
O723034,C105568,27-12-2024,Pune,COD,21.4,4.5,30,Delivered
O704547,C101102,04-11-2025,Delhi,Wallet,25.5,4,50,Delivered
O713595,C103309,06-05-2025,Mumbai,Card,20.3,3.5,10,Delivered
O701759,C100416,30-09-2024,Mumbai,UPI,13.6,5,30,Delivered
O706852,C101671,27-05-2025,Mumbai,UPI,31.5,4,5,Delivered
O722204,C105371,29-10-2025,Mumbai,UPI,24,4.5,15,Delivered
O709183,C102207,07-11-2025,Mumbai,UPI,27.5,3.5,10,Delivered
O700555,C100143,27-12-2024, Mumbai ,UPI,22.7,5,20,Delivered
O700121,C100032,07-06-2025,Delhi,UPI,19.7,4,10,Delivered
O717008,C104090,23-06-2025,Mumbai,UPI,19.2,4,15,Delivered
O720496,C104945,21-11-2025,Delhi,UPI,19,5,25,Delivered
O715174,C103681,05-05-2024,Mumbai,UPI,,5,20,Delivered
O710603,C102568,30-08-2025,Bengaluru,UPI,13,5,15,Delivered
O705620,C101366,29-04-2025,Mumbai,COD,22,5,5,Delivered
O703593,C100903,25-06-2025,Mumbai,UPI,16.1,5,0,Delivered
O702915,C100732,15-02-2025,Bengaluru,UPI,25.1,5,25,Delivered
O715785,C103834,20-09-2025,Bengaluru,UPI,26.8,4.5,20,Delivered
O707260,C101785,04-09-2024,HYDERABAD,COD,21.5,4,10,Delivered
O707679,C101883,12-03-2025,Mumbai,UPI,29,4.5,10,Delivered
O722781,C105502,03-03-2025,Mumbai,UPI,658.2,3,10,Delivered
O717164,C104129,04-12-2024,BENGALURU,COD,20.5,4.5,10,Delivered
O710281,C102484,30-06-2025,Delhi,UPI,9.9,5,30,Delivered
O705939,C101452,03-05-2025,Pune,UPI,20.5,5,10,Delivered
O714313,C103484,28-03-2024,Bengaluru,Wallet,19.4,4.5,15,Delivered
O724373,C105918,07-08-2025,Delhi,UPI,15.4,4.5,5,Delivered
O719555,C104722,29-05-2025,Mumbai,UPI,14.9,5,10,Delivered
O711213,C102704,09-07-2025,Delhi,UPI,22.5,4,0,Delivered
O723011,C105564,29-09-2025,Pune,UPI,23,3,20,Delivered
O708756,C102113,15-11-2025,Bengaluru,UPI,25,5,15,Delivered
O704334,C101047,30-11-2024,Mumbai,UPI,25.3,4.5,40,Delivered
O701240,C100276,19-08-2025,Mumbai,UPI,26.1,3.5,15,Delivered
O700487,C100125,16-06-2025,Hyderabad,COD,28.4,3.5,5,Delivered
O707466,C101831,16-01-2025,mumbai,COD,29.3,3,15,Delivered
O703855,C100961,25-05-2025,Hyderabad,UPI,19.5,,20,Delivered
O704098,C101005,03-08-2025,Hyderabad,UPI,32.9,4,0,Delivered
O708350,C102022,09-09-2025,BENGALURU,Card,35.2,,20,Delivered
O724349,C105911,06-06-2025,Bengaluru,UPI,26.6,4,40,Delivered
O709563,C102318,22-05-2025,bengaluru,Wallet,23.8,5,15,Delivered
O708010,C101949,14-01-2025,Pune,COD,16.6,4.5,5,Delivered
O714316,C103484,15-09-2024,Bengaluru,COD,21.8,,15,Delivered
O718027,C104356,16-10-2025,Hyderabad,COD,26.3,3,15,Delivered
O720701,C105003,04-05-2025,Hyderabad,UPI,20.5,5,0,Delivered
O702871,C100721,25-11-2025,Mumbai,Card,27.7,4,0,Delivered
O704710,C101136,11-07-2025,Hyderabad,UPI,29.7,3,10,Delivered
O710452,C102518,06-10-2025,Delhi,Wallet,24.5,4,25,Delivered
O721131,C105085,12-08-2025,Bengaluru,UPI,32.6,3.5,20,Delivered
O721597,C105201,07-10-2024,Delhi,UPI,23.6,4.5,20,Delivered
O717098,C104115,13-07-2025,Delhi,COD,7.4,5,10,Delivered
O722160,C105360,04-10-2025,Delhi,Card,32.5,3,15,Cancelled
O702335,C100588,10-06-2025,Mumbai,UPI,17,5,5,Delivered
O719296,C104671,30-08-2024,Delhi,UPI,26.2,3.5,10,Delivered
O709948,C102412,27-11-2025,Chennai,UPI,26.4,4,15,Delivered
O700119,C100031,29-03-2025,Mumbai,UPI,14.9,5,5,Delivered
O703662,C100916,17-06-2025,Delhi,Card,16.1,5,10,Delivered
O703341,C100850,05-10-2025,Delhi,UPI,19.9,4,5,Delivered
O706050,C101476,24-10-2024,Mumbai,UPI,25.3,4,10,Delivered
O703127,C100793,30-06-2025,Bengaluru,COD,27.7,5,15,Delivered
O716459,C103990,17-04-2025,Delhi,UPI,16.8,4.5,0,Delivered
O702003,C100474,16-03-2025,Pune,COD,24.6,3.5,40,Delivered
O712563,C103040,27-03-2025,Hyderabad,UPI,22,5,30,Delivered
O721924,C105308,29-03-2025,Bengaluru,UPI,21.6,4.5,0,Delivered
O700379,C100093,24-10-2025,Mumbai,Wallet,31.9,3,30,Delivered
O703980,C100981,08-06-2025,Pune,Wallet,14,4.5,10,Returned
O707709,C101886,07-09-2025,Mumbai,COD,26.5,4.5,5,Delivered
O717052,C104104,23-11-2024,Chennai,UPI,30.4,4,35,Delivered
O724435,C105935,27-05-2025,Chennai,UPI,29.7,3.5,5,Delivered
O723210,C105610,29-04-2025,Delhi,UPI,20.5,4,15,Delivered
O713393,C103260,22-09-2025,Chennai,UPI,26.7,4.5,15,Delivered
O722460,C105437,18-09-2024,Hyderabad,Wallet,27.9,3.5,0,Returned
O710337,C102495,30-11-2025,Bengaluru,UPI,18.4,4.5,25,Delivered
O704361,C101054,24-10-2025,Pune,COD,21.3,5,30,Delivered
O711178,C102697,12-05-2025,Pune,UPI,14.8,4.5,5,Cancelled
O711138,C102689,16-03-2025,Bengaluru,UPI,21.2,4,10,Delivered
O720964,C105062,16-05-2025,Delhi,UPI,6.3,5,35,Delivered
O723207,C105609,04-11-2025,Mumbai,UPI,25.2,,35,Delivered
O718895,C104570,08-06-2025,Mumbai,COD,19.2,5,10,Delivered
O720296,C104903,09-11-2024,Hyderabad,COD,43.6,2,10,Delivered
O702114,C100516,27-01-2025,Hyderabad,UPI,30.5,4,5,Delivered
O702336,C100588,09-08-2025,Mumbai,UPI,22.4,4,10,Delivered
O705360,C101294,13-03-2025,Chennai,COD,22.1,5,30,Delivered
O715334,C103722,24-10-2025,Delhi,UPI,20.2,4.5,50,Delivered
O721159,C105095,07-10-2025,Bengaluru,UPI,,5,50,Returned
O705840,C101418,02-03-2025,Hyderabad,,24.2,4.5,0,Delivered
O715075,C103654,07-08-2025,Delhi,UPI,20,4.5,0,Delivered
O700247,C100052,18-06-2025,Mumbai,UPI,17.7,5,15,Delivered
O711801,C102845,14-11-2025,Mumbai,COD,,3.5,5,Delivered
O711419,C102753,28-05-2025,Mumbai,UPI,20.2,4.5,10,Delivered
O718280,C104424,04-11-2025,Hyderabad,UPI,34.8,3.5,30,Delivered
O705689,C101382,24-10-2024,Bengaluru,UPI,25.2,5,30,Delivered
O720739,C105008,10-08-2024,Chennai,UPI,29.7,4,0,Delivered
O714169,C103451,14-08-2025,Pune,COD,21.6,4.5,0,Delivered
O708927,C102148,16-11-2025,Pune,UPI,23.5,4.5,40,Delivered
O722609,C105462,29-04-2025,Pune,Wallet,17,4.5,20,Delivered
O717045,C104100,20-12-2025,Hyderabad,UPI,24.8,3.5,15,Delivered
O704345,C101048,03-11-2025,Bengaluru,Wallet,22.6,4.5,10,Delivered
O711348,C102740,03-09-2025, Hyderabad ,Wallet,23.9,4.5,10,Delivered
O715788,C103835,21-07-2025,Bengaluru,Card,40.8,3,0,Delivered
O711245,C102712,19-05-2025,Delhi,Wallet,15.5,5,15,Delivered
O708424,C102037,05-04-2025,Delhi,UPI,8.2,4.5,15,Delivered
O707332,C101801,23-06-2025,Pune,Card,13.4,,0,Delivered
O709998,C102422,26-10-2025,Delhi,UPI,20.3,4.5,25,Delivered
O716474,C103993,21-09-2025,Delhi,UPI,17.4,5,0,Delivered
O705619,C101366,25-10-2024,Mumbai,UPI,30.7,4,35,Delivered
O720897,C105045,05-07-2025,Mumbai,UPI,35.6,3.5,15,Delivered
O712491,C103028,29-07-2025, Mumbai ,COD,27.8,,15,Delivered
O705536,C101341,09-02-2025,Delhi,UPI,19.6,5,5,Delivered
O718123,C104378,21-03-2025,Hyderabad,UPI,44.2,2.5,20,Returned
O710134,C102452,10-09-2025,Delhi,COD,11.3,4.5,5,Cancelled
O714436,C103507,23-11-2025,Mumbai,UPI,20.3,,20,Delivered
O700116,C100030,24-11-2024,Delhi,COD,21.1,4,45,Delivered
O719937,C104820,01-02-2025,Hyderabad,UPI,36,2.5,35,Delivered
O724096,C105839,18-01-2025,Delhi,UPI,9.7,5,10,Delivered
O706299,C101539,15-12-2024,Pune,UPI,24.8,3,30,Cancelled
O724200,C105871,07-08-2025,Delhi,UPI,14.2,5,0,Delivered
O722882,C105527,22-11-2024,Mumbai,Wallet,36.2,3,25,Delivered
O714017,C103412,03-09-2025,Delhi,UPI,20.4,5,0,Delivered
O721405,C105156,06-08-2025,MUMBAI,UPI,27.2,4,0,Delivered
O722296,C105402,04-06-2025,Delhi,,16.3,5,5,Cancelled
O701332,C100297,28-11-2024,Delhi,UPI,23.1,4.5,20,Delivered
O715768,C103826,17-10-2025,Mumbai,UPI,27.7,4,15,Delivered
O720696,C104997,04-11-2025,Mumbai,UPI,26.9,,25,Delivered
O720021,C104846,02-04-2025,Bengaluru,UPI,21.9,4.5,15,Delivered
O704955,C101192,17-02-2025,Mumbai,COD,23,5,20,Delivered
O704990,C101203,17-09-2024,Delhi,Card,23.1,,0,Delivered
O710946,C102654,15-12-2025,Delhi,COD,19.1,5,20,Delivered
O705278,C101271,27-04-2025,Delhi,Card,8,5,10,Delivered
O702726,C100700,03-10-2024,Delhi,UPI,28,3.5,0,Delivered
O722844,C105519,08-08-2025,Mumbai,Card,32.4,3.5,15,Delivered
O710945,C102654,23-11-2025,Delhi,UPI,27.6,3.5,30,Delivered
O706113,C101491,08-01-2025,Pune,COD,,4,10,Returned
O703410,C100858,07-08-2025,Pune,UPI,15.6,5,0,Delivered
O700978,C100227,26-06-2025,Bengaluru,UPI,25.6,4,30,Delivered
O715258,C103703,11-05-2025,Pune,UPI,21.7,5,5,Delivered
O712349,C102999,15-10-2025,Bengaluru,UPI,32.4,,20,Delivered
O723691,C105738,24-09-2025,Delhi,UPI,18.2,5,10,Delivered
O710570,C102552,22-11-2025,Mumbai,Wallet,38,2.5,15,Delivered
O723757,C105763,06-05-2025,Chennai,UPI,20,4.5,5,Delivered
O706866,C101673,20-06-2025,Pune,COD,19.4,4,10,Delivered
O702273,C100573,07-11-2025,Hyderabad,Card,30.3,4.5,5,Delivered
O720129,C104873,14-10-2025, Mumbai ,Card,32.1,3.5,10,Delivered
O718493,C104474,14-02-2024,delhi,UPI,21.4,4.5,10,Delivered
O710615,C102569,14-11-2025,Bengaluru,UPI,35.5,2.5,45,Delivered
O700495,C100129,16-07-2025,Hyderabad,Card,26.8,3.5,5,Delivered
O705553,C101347,14-03-2025,Hyderabad,UPI,17,5,30,Delivered
O701082,C100248,08-04-2025,Delhi,Wallet,,4.5,20,Delivered
O718346,C104440,17-02-2025,Bengaluru,Card,19.2,5,20,Delivered
O705273,C101271,11-10-2024,Delhi,UPI,32,2.5,30,Cancelled
O702785,C100709,29-11-2024,Delhi,Wallet,22.5,4.5,50,Returned
O717911,C104316,08-05-2025,Delhi,COD,19.1,4.5,5,Delivered
O706164,C101502,18-10-2025,Pune,Card,30.4,3.5,0,Returned
O710491,C102530,01-09-2025,Delhi,Card,25.1,3.5,0,Delivered
O715962,C103873,29-11-2025,Delhi,COD,21,3.5,20,Delivered
O711911,C102879,07-07-2024,Delhi,Card,17.4,4.5,0,Delivered
O724214,C105877,11-01-2025,Pune,UPI,22.3,,5,Delivered
O715705,C103804,26-01-2025,Bengaluru,UPI,16,5,40,Delivered
O714060,C103423,11-05-2025,Delhi,UPI,11.6,5,15,Delivered
O704284,C101038,08-10-2024,Delhi,UPI,18.2,4.5,0,Delivered
O717640,C104252,08-11-2025,Mumbai,Card,26,4.5,15,Returned
O701252,C100281,23-11-2025,Pune,Card,20,5,50,Delivered
O723164,C105604,14-12-2025,Bengaluru,UPI,31.2,3,15,Delivered
O715336,C103724,07-09-2024,MUMBAI,UPI,30.7,4.5,5,Delivered
O713146,C103191,24-04-2025,hyderabad,UPI,24.4,4.5,5,Delivered
O714195,C103459,20-08-2024,Bengaluru,Wallet,28.2,4,10,Delivered
O714280,C103479,13-04-2024,Mumbai,UPI,19.1,5,20,Delivered
O708289,C102004,28-05-2025,Mumbai,UPI,19.1,5,0,Delivered
O705289,C101273,15-01-2025,Delhi,UPI,20,4.5,40,Delivered
O719511,C104712,09-01-2025,Delhi,UPI,24.4,5,20,Delivered
O706093,C101488,24-09-2025,Pune,UPI,13.8,5,20,Delivered
O719059,C104604,23-05-2025,Mumbai,UPI,22.3,4.5,0,Delivered
O704570,C101109,30-10-2024,Delhi,UPI,25.5,3.5,10,Delivered
O714854,C103598,08-03-2025,Mumbai,COD,20.3,5,10,Delivered
O705095,C101229,23-11-2025,Delhi,COD,24,5,20,Delivered
O718580,C104499,13-10-2024,Bengaluru,COD,24.1,5,5,Delivered
O707640,C101869,01-11-2025,Hyderabad,UPI,22.6,3,10,Delivered
O710126,C102449,11-07-2025,Pune,UPI,23.3,4,40,Delivered
O724282,C105895,10-09-2024,Mumbai,Card,27.2,4,10,Delivered
O719872,C104805,30-08-2025,Delhi,UPI,24.3,5,20,Delivered
O723918,C105796,13-03-2025,Mumbai,UPI,35,4,10,Delivered
O702617,C100663,15-05-2025,Hyderabad,UPI,28.3,4,10,Cancelled
O716848,C104059,18-10-2024,Mumbai,UPI,42.1,1.5,20,Delivered
O710051,C102436,01-02-2025,hyderabad,UPI,27.3,3.5,20,Delivered
O717548,C104225,07-10-2025,Delhi,UPI,16.1,5,25,Delivered
O724494,C105948,17-03-2025,Mumbai,COD,17.2,4.5,5,Delivered
O719058,C104601,04-05-2025,Mumbai,Card,20.3,5,10,Cancelled
O716644,C104024,06-10-2025,Bengaluru,UPI,22.6,5,15,Delivered
O721506,C105172,02-08-2024,Delhi,Wallet,11.1,5,0,Delivered
O713993,C103407,05-05-2025,Mumbai,Card,24.5,4,0,Delivered
O715181,C103681,24-01-2025,Mumbai,UPI,24.1,4,10,Delivered
O701961,C100462,07-08-2024,Delhi,UPI,26.3,3.5,10,Delivered
O705311,C101278,24-10-2025,Pune,UPI,29.4,4,0,Delivered
O717350,C104168,30-09-2025,CHENNAI,Card,18.4,5,15,Delivered
O710499,C102533,29-10-2024,Delhi,UPI,16.6,5,25,Delivered
O721237,C105111,05-05-2025,Delhi,UPI,24.5,4.5,5,Delivered
O710774,C102614,16-09-2025,Bengaluru,Card,28.7,3.5,5,Delivered
O700389,C100097,14-04-2025,Chennai,COD,20.7,5,0,Delivered
O704864,C101172,30-08-2024,Bengaluru,Card,12.6,4.5,20,Delivered
O720041,C104851,22-11-2024,Bengaluru,UPI,15.9,5,15,Delivered
O709300,C102241,09-11-2025,Delhi,UPI,23.6,5,15,Delivered
O705228,C101265,02-10-2024,BENGALURU,COD,27.1,3,40,Delivered
O717327,C104165,13-03-2024,Hyderabad,COD,18.1,5,10,Delivered
O707135,C101755,20-10-2025,Delhi,Card,22.6,5,20,Delivered
O718846,C104555,18-10-2024,Bengaluru,COD,23.4,4.5,15,Delivered
O701893,C100439,25-12-2025,Bengaluru,UPI,25.2,4,5,Delivered
O700776,C100190,24-07-2025,Delhi,Card,16.9,4.5,20,Delivered
O707152,C101759,12-08-2025,Bengaluru,UPI,18.1,5,0,Delivered
O714638,C103554,02-06-2025,Bengaluru,Wallet,22.1,5,5,Delivered
O722387,C105422,13-11-2025,Pune,UPI,21.7,4.5,30,Delivered
O716220,C103928,19-12-2024,Delhi,Wallet,9.6,5,10,Delivered
O722444,C105433,19-04-2025,Pune,UPI,19.7,5,10,Returned
O709730,C102355,23-03-2024,Hyderabad,UPI,27.9,4,15,Delivered
O715478,C103758,21-11-2024,Delhi,UPI,23.5,4,20,Cancelled
O713208,C103204,14-09-2025,Hyderabad,UPI,21.2,5,10,Delivered
O714791,C103588,15-05-2025,Delhi,,9.2,4.5,25,Delivered
O720309,C104904,30-03-2025,Hyderabad,UPI,16.7,5,10,Delivered
O702186,C100537,14-06-2025,Bengaluru,UPI,21.5,3.5,0,Delivered
O714367,C103492,27-08-2024,Pune,UPI,25.1,5,5,Delivered
O717248,C104145,08-04-2025,Delhi,UPI,21.6,,0,Delivered
O707973,C101943,20-05-2024,Hyderabad,UPI,38.1,3,10,Delivered
O712377,C103005,21-01-2025,Hyderabad,UPI,23.6,3.5,0,Cancelled
O724542,C105955,02-03-2025,Pune,UPI,24,3.5,20,Delivered
O721251,C105116,17-02-2025,Pune,Card,13.6,5,0,Delivered
O701148,C100260,11-09-2025,Delhi,COD,13.9,5,5,Delivered
O722474,C105437,01-09-2025,Hyderabad,UPI,26.8,3,5,Delivered
O708200,C101976,15-04-2025,Delhi,UPI,14.7,5,20,Delivered
O714196,C103459,14-08-2025,Bengaluru,UPI,28.4,3.5,30,Cancelled
O713069,C103170,04-06-2025,bengaluru,UPI,30.8,4,20,Delivered
